irt3m_eacc,irt6m_eacc,ltirt_eacc,ppicag_ea,ppicog_ea,ppindcog_ea,ppidcog_ea,ppiing_ea,ppinrg_ea,hicpov_ea,hicpnef_ea,hicpg_ea,hicpin_ea,hicpsv_ea,hicpng_ea,curr_eacc,m1_eacc,m2_eacc,oilpricex,hcpi_yoy,date
3.3857,3.2625,4.63,94.34902537625243,81.78955482022052,81.57545951939031,83.41866394128874,72.6796197886139,50.0662648193601,78.32234,82.1204,80.05934,83.41166,76.028,61.77885079454396,280120.0,2220198.0,4588671.0,19.67,1.6834125969416913,2001-11-01
3.3449,3.2556,4.9,94.40217708700177,81.99853050663107,81.71528347110912,83.55022450733784,72.63266559686265,50.257662268814215,78.42271,82.28382,80.09723,83.3081,76.21564,61.81203990488222,233960.0,2221922.0,4615510.0,19.33,1.939089534186178,2001-12-01
3.3388,3.3423,4.99,94.54597653640289,82.11078389616638,81.92832049922295,83.65523178318587,72.49772397293029,50.52368226251763,78.92308,82.6152,80.71625,83.71105,76.55278,62.314806182335424,249531.0,2247196.0,4645232.0,19.67,2.6526453030378594,2002-01-01
3.3571,3.3976,5.05,94.66624078324944,82.06109302354982,81.88163254092602,83.62864191432125,72.47288857482928,50.287332283267396,79.00876,82.76862,80.71127,83.8043,76.76382,62.02756136842673,243840.0,2248416.0,4650397.0,20.74,2.458936352951868,2002-02-01
3.3908,3.5001,5.29,94.6450535152891,82.15999412218315,81.82852426460852,83.74876723283225,72.45808297863918,50.582569500428264,79.191,82.9034,80.87374,84.02926,76.97362,62.17256645557072,253514.0,2238965.0,4662027.0,24.42,2.4735686490481967,2002-03-01
3.4069,3.536,5.28,94.44247025895844,82.19157102049775,81.90757996062558,83.69783420629872,72.53834238213473,51.31512129375782,79.41876,83.01431,81.16317,84.44192,77.11648,63.46433068220353,263216.0,2273547.0,4697507.0,26.27,2.384162410476942,2002-04-01
3.4671,3.6264,5.3,94.30554662708042,82.17500711036385,81.95713111165934,83.73351016762798,72.48907236135109,51.01216272223464,79.49283,83.16078,81.12752,84.3773,77.34222,63.03174740848369,273249.0,2293570.0,4719009.0,27.02,2.0274882994719023,2002-05-01
3.464,3.5903,5.15,94.18100338752102,82.11125279178836,81.91850083625658,83.77608950535424,72.68101404542469,50.35129968610226,79.50917,83.304,81.03742,84.28194,77.50565,62.4476152506661,283005.0,2304238.0,4735880.0,25.52,1.8759412027073097,2002-06-01
3.41,3.4836,5.0,93.86656042125888,82.05058196294011,81.86222596239693,83.5848178187258,72.79356332073182,50.40021558615518,79.67665,83.49353,81.14909,84.37877,77.75044,62.61006598816766,293161.0,2323079.0,4761547.0,26.94,2.027523747558857,2002-07-01
3.3519,3.3798,4.72,93.59405261812523,82.23156806475454,82.03574223233029,83.76043255592492,72.86178655847323,50.34379927757747,79.80819,83.59873,81.28716,84.50197,77.87315,62.79182482872291,300475.0,2340395.0,4785365.0,28.38,2.14099078368144,2002-08-01
3.3101,3.2695,4.51,93.20005186959828,82.40839549074403,82.20607311213568,83.92630112370179,72.82652340155981,50.802122389290375,79.96883,83.68732,81.46459,84.68094,78.01081,62.87825156259565,307939.0,2369110.0,4821013.0,29.67,2.1106452767038375,2002-09-01
3.2613,3.1676,4.6,93.16244991826495,82.44234426559402,82.219215822877,83.84780005148782,72.84491934317275,51.29160177341942,80.09064,83.80018,81.5684,84.81904,78.15765,63.538852392556684,315180.0,2380902.0,4847022.0,28.85,2.256324130933529,2002-10-01
3.1241,3.0369,4.58,92.9843941104584,82.42676516775157,82.20892813231445,83.83414935215447,72.82316143293578,51.06857483153037,80.10312,83.97533,81.43618,84.60189,78.37003,63.323649147324616,321594.0,2417288.0,4890882.0,26.27,2.2736552559589063,2002-11-01
2.941,2.8924,4.41,93.02200580086276,82.51885639217296,82.44140006140539,83.8669506801446,72.8937040385598,52.354282818499605,80.22692,84.08655,81.55974,84.72043,78.49435,64.24087035317945,334339.0,2442884.0,4915147.0,29.42,2.300621847931561,2002-12-01
2.8318,2.7581,4.25,92.80407042382568,82.64026540028871,82.44469464939922,83.98987115678813,73.02483153645564,53.84631783045072,80.6193,84.20247,82.08742,85.25542,78.70252,66.03258776246261,315310.0,2454715.0,4922129.0,32.94,2.1492065438905694,2003-01-01
2.6875,2.5777,4.03,92.6473003371329,82.59563351467372,82.41776745267852,84.06996647138614,73.06731617610156,54.83075492529628,80.86121,84.28792,82.42192,85.61788,78.81835,66.87980936609519,323396.0,2481185.0,4968610.0,35.87,2.3446134327383517,2003-02-01
2.53,2.4507,4.08,92.51833344962127,82.39519051671303,82.26796365215898,83.98745694204305,73.04097041109472,54.55742678384209,81.09122,84.45257,82.6781,85.90383,79.01291,67.00670254059887,330370.0,2499997.0,5000011.0,33.55,2.3995403518076497,2003-03-01
2.5333,2.4695,4.22,92.39460653205083,82.43219587521043,82.24797807379251,83.93744261642546,72.93743385644667,52.50440826993214,81.00213,84.56515,82.38443,85.3523,79.20287,64.9018939567252,337685.0,2531994.0,5048210.0,28.25,1.9936977107172016,2003-04-01
2.4005,2.3084,3.9,91.93555773573263,82.2254139512199,82.11048640343424,83.98999589356994,72.7269614286961,51.32597182306706,80.95089,84.67645,82.23325,85.09062,79.28796,63.53676433378092,343303.0,2549757.0,5088934.0,28.14,1.8342031602095465,2003-05-01
2.1519,2.0843,3.7,91.565576866826,82.22359665646646,82.03169193420244,83.89349169118422,72.51998694546273,51.61912888994502,81.08345,84.78177,82.34707,85.09531,79.44621,63.65260309409684,348939.0,2558373.0,5096544.0,30.72,1.9799980304158638,2003-06-01
2.13,2.0925,4.03,91.78760766332319,82.48795793247014,82.29974521478114,84.05216601779556,72.32128269329046,51.7961856943445,81.23378,84.88505,82.5207,85.26124,79.56491,63.90467364791803,355944.0,2576935.0,5123636.0,30.76,1.954311583130064,2003-07-01
2.1404,2.1721,4.19,91.82106795586168,82.54882623378086,82.43817061421127,84.09553822159302,72.17663761325767,52.298850452842636,81.41157,84.96658,82.70647,85.40176,79.73202,64.36540892401857,362472.0,2607442.0,5160933.0,31.59,2.0090419291553863,2003-08-01
2.1473,2.1776,4.23,91.89893273587461,82.82279255515871,82.7346205623514,84.14819872766624,72.38994881246987,51.569809182429246,81.6254,85.13809,82.91926,85.46436,79.94748,64.12573956772253,366636.0,2623849.0,5167505.0,28.29,2.0715196158303195,2003-09-01
2.1436,2.1727,4.28,91.67073238161511,82.77676052629353,82.65380732545285,84.04540268787848,72.36306586600718,51.541872572387874,81.68953,85.2334,82.94553,85.45385,80.06334,64.0873065322137,372598.0,2655345.0,5200531.0,30.33,1.9963506347308702,2003-10-01
2.159,2.2241,4.41,91.73369051236182,82.85329279728361,82.73497367204631,84.01983110510686,72.5481144814532,52.640004804852374,81.77489,85.31308,83.01124,85.43801,80.1756,64.99587598994962,380184.0,2663643.0,5217471.0,31.09,2.0870223282189126,2003-11-01
2.1463,2.1995,4.35,91.67719177677455,82.74505182718113,82.56459864961757,84.09203660106859,72.76988291467883,53.025348115149974,81.81131,85.41495,82.9756,85.43779,80.31038,65.62420476602779,389637.0,2681722.0,5238327.0,32.15,1.9748857366081118,2003-12-01
2.0895,2.1154,4.22,91.42163827099745,82.64620213099418,82.54445009539036,83.90761043508817,72.84835318137915,52.5483774571773,82.09805,85.66889,83.21563,85.68551,80.66033,65.81564609585594,392689.0,2704804.0,5259980.0,34.27,1.8342382035070992,2004-01-01
2.0706,2.0859,4.18,91.19443697986581,82.82533134809783,82.65502332509834,84.00338441499792,73.1998360212352,52.17605896501886,82.21017,85.85597,83.26037,85.78825,80.86334,65.54843626721927,398055.0,2722810.0,5281581.0,34.74,1.668241175218621,2004-02-01
2.0288,2.0185,4.0,91.40547921903595,83.28167644651883,83.15650893803739,84.26248868123243,73.69394369435332,52.523922934847754,82.46316,85.93925,83.5813,85.99431,81.02497,65.8332842276074,404025.0,2760683.0,5316424.0,36.76,1.6918477734087611,2004-03-01
2.0488,2.0614,4.19,91.5968113168828,83.44322458549365,83.25521108272466,84.42818025306119,74.01228664572865,53.092541200671796,82.70118,86.15066,83.81168,86.30686,81.27348,66.18800174099609,409713.0,2776949.0,5341144.0,36.69,2.097537435126706,2004-04-01
2.0859,2.136,4.35,91.8463560467263,83.5530234486723,83.34130515181903,84.63107526020987,74.43822177327218,54.84976418270926,82.91843,86.17974,84.16547,86.77554,81.30693,67.85714816831067,416557.0,2774765.0,5355734.0,40.28,2.430535352977592,2004-05-01
2.1127,2.1885,4.41,91.85649726928385,83.62994675285239,83.43510872795949,84.8229232617181,74.63113474182612,54.48570272894384,83.01652,86.35668,84.17261,86.71117,81.52765,67.5702279181702,421578.0,2796512.0,5385279.0,38.02,2.384050012672123,2004-06-01
2.116,2.1878,4.31,91.70288451951653,83.70788702491073,83.52266286749723,84.71131203353883,75.01995202162443,54.77875603581017,83.12668,86.44828,84.26936,86.84611,81.65598,67.61003616933003,429126.0,2820299.0,5421035.0,40.69,2.330188254196708,2004-07-01
2.1143,2.1691,4.15,91.61787764617682,83.84967918451103,83.7282542056455,84.82395008016404,75.45078851204245,55.58451747209745,83.31581,86.60507,84.4531,87.20231,81.85254,68.41114725982058,434388.0,2834917.0,5438154.0,44.94,2.3390287154516187,2004-08-01
2.1186,2.2003,4.1,91.57088437655233,83.82364458248261,83.64002090302836,84.96423711196509,75.69592854605482,56.175712898800654,83.36125,86.70071,84.39068,87.13685,82.04338,68.3946664917475,439851.0,2868123.0,5484081.0,45.95,2.1266051988719115,2004-09-01
2.1473,2.1906,3.98,91.56792739296635,83.7606485365453,83.64234799545639,84.902002427586,76.12972213559495,57.99603376606553,83.59206,86.76319,84.72574,87.69407,82.13387,70.42548935802675,445854.0,2888055.0,5518152.0,53.13,2.328976553053974,2004-10-01
2.1703,2.2173,3.86,91.35620819147579,83.83174627024454,83.71312241439878,84.95446829173828,76.43774135515334,57.77160376049032,83.5907,86.88233,84.59303,87.48447,82.30953,70.73993481575694,451289.0,2913177.0,5542737.0,48.46,2.220498248300906,2004-11-01
2.1732,2.2065,3.65,91.18692620464348,83.92184423064103,83.74336349696625,84.95111185658723,76.52267944688721,57.3175027363371,83.68501,87.01473,84.60192,87.13858,82.51904,70.28414094012763,457793.0,2905953.0,5573540.0,43.33,2.290270135021677,2004-12-01
2.1454,2.192,3.6,91.3866888192368,84.22193890050931,84.0111022271347,85.37603437155529,76.86963460576045,58.39306886252512,83.7333,87.09771,84.57515,87.17388,82.67141,69.94412935613634,464278.0,2963795.0,5623288.0,46.84,1.9918256280142987,2005-01-01
2.1384,2.1846,3.59,91.25654105695523,84.31052388362274,84.14549004754011,85.38442056226937,76.90919527217221,59.014933957955606,83.92718,87.15173,84.80793,87.37428,82.81164,70.82347630093153,469064.0,2990384.0,5653315.0,47.97,2.0885615490151777,2005-02-01
2.1372,2.1918,3.74,91.11275375440903,84.3048866614083,84.07969838651722,85.2660225591137,76.93419738473898,60.41573656472759,84.21877,87.25339,85.18884,87.82765,82.97977,71.83839981130059,475726.0,3006328.0,5679341.0,54.31,2.128962799873313,2005-03-01
2.1372,2.1722,3.54,91.2399520565545,84.29555532300198,84.20876433151474,85.43775034412377,76.85558801089941,61.4425823422151,84.43674,87.34064,85.47092,88.30045,83.10917,72.93019536718077,481174.0,3024122.0,5721454.0,53.04,2.0985915799508703,2005-04-01
2.1256,2.1441,3.38,91.25643653095766,84.37107678889294,84.27444756303342,85.27683748029534,76.56462659414993,60.83590785781637,84.502,87.45458,85.49274,88.251,83.23471,72.38149400644546,486778.0,3054725.0,5762299.0,49.83,1.909792551547329,2005-05-01
2.111,2.1069,3.22,91.4418520802181,84.63946363579728,84.53592269019374,85.35931393537965,76.64892928561719,62.58476294317553,84.67075,87.51201,85.7054,88.56266,83.34281,73.60693095223812,493953.0,3256960.0,5824959.0,56.26,1.9926515830825053,2005-06-01
2.1194,2.1345,3.28,91.31809140214781,84.52611751124905,84.44026252482676,85.48045613437566,76.46294259715752,63.49342272631327,84.93696,87.6069,86.0588,89.13373,83.4885,75.03052938416737,498261.0,3302577.0,5885266.0,58.7,2.177736437928246,2005-07-01
2.1325,2.1595,3.3,91.4189371079638,84.42741944490085,84.29964043946137,85.56603253853328,76.66552357339555,64.58675732331916,85.15805,87.73641,86.2951,89.42812,83.68878,76.02677307251973,502105.0,3323473.0,5914509.0,64.97,2.2111529612447,2005-08-01
2.1391,2.1666,3.14,91.66442905942402,84.62780821850012,84.43201626970901,85.38021764543625,76.7185157052903,66.44210986088211,85.51144,87.83148,86.80515,90.09815,83.82545,78.61307031467857,508701.0,3343523.0,5980748.0,65.57,2.5793639130891055,2005-09-01
2.1966,2.272,3.3,91.66422738011228,84.71486702418238,84.60287393939349,85.63186752030683,77.04079380977232,67.248110233758,85.61799,87.94841,86.90191,90.22889,83.94571,79.08743774825639,512486.0,3370621.0,6001860.0,62.37,2.423591427224081,2005-10-01
2.3609,2.5002,3.51,91.77398867190801,85.00922178622766,84.88879851792149,85.68274931405877,77.43222363157572,66.99112670702235,85.4677,88.04255,86.56519,89.62027,84.05364,77.84677896496001,517649.0,3390768.0,6027064.0,58.3,2.2454651055679564,2005-11-01
2.4729,2.6003,3.4,91.72296653523794,85.20125520046052,85.12537209893487,85.70995549553213,77.79006996772159,68.05476264916607,85.53706,88.14367,86.57901,89.48798,84.20007,78.32612408863234,520831.0,3422279.0,6093186.0,59.43,2.2131203664790045,2005-12-01
2.5117,2.6507,3.38,91.55120023030588,85.3203283685961,85.31070498742383,85.65122529457966,78.12266454994864,70.10093291728954,85.77048,88.18797,86.91419,89.968,84.29297,79.6858004952886,526589.0,3445371.0,6124570.0,65.51,2.432938866615797,2006-01-01
2.6004,2.7248,3.53,91.68131471344999,85.39705653739814,85.44553521911466,85.56182371980137,78.55839090567764,70.96233968796774,85.91107,88.26662,87.04375,90.02881,84.44899,79.96150242530011,531602.0,3470031.0,6175649.0,61.63,2.3638230189552356,2006-02-01
2.7226,2.872,3.72,91.70778483257573,85.44607893068118,85.52124701294704,85.67607246217592,78.82046662435603,71.23248732427587,86.05875,88.39934,87.1913,90.21156,84.59703,79.66829579329631,535629.0,3489442.0,6222149.0,62.9,2.1847623754182033,2006-03-01
2.7938,2.9561,3.98,91.57731938353942,85.54688065181976,85.55412735499023,85.54642457037812,79.24174773459092,72.58680225292143,86.38409,88.51052,87.67791,90.90699,84.69958,81.14185120287513,539910.0,3523343.0,6295495.0,69.69,2.3062827863794766,2006-04-01
2.889,3.0582,4.04,91.57246517349239,85.79342958664049,85.81073145301636,85.72987160279477,79.81324923814987,72.5781399341042,86.61117,88.62848,87.93772,91.14682,84.88165,81.58212430614043,545009.0,3553540.0,6317503.0,70.94,2.4960000946723238,2006-05-01
2.9857,3.158,4.05,91.63486958759748,85.83407984015479,85.81728993551073,85.80442070740578,80.02875412985448,72.19272675760106,86.75348,88.78555,88.07404,91.25202,85.03242,81.22938324254532,550449.0,3560905.0,6363553.0,70.96,2.4597986908111658,2006-06-01
3.1022,3.2875,4.08,91.73214842847067,85.92067584494973,85.93341639687996,85.92542306996933,80.57721966204065,73.16932790570606,87.01151,88.90024,88.39299,91.57067,85.20645,81.80800947954695,554690.0,3554322.0,6369246.0,74.41,2.442458500987077,2006-07-01
3.2265,3.4096,3.95,91.61023823055359,86.10744370613435,86.07703415143779,85.9049991325803,80.73185048014497,72.79235668695321,87.12282,88.96491,88.51424,91.59465,85.30415,82.16462584859029,559285.0,3565013.0,6406721.0,73.05,2.307204075245961,2006-08-01
3.3354,3.5275,3.83,91.6692878812758,86.04038286906253,86.02789554002469,86.00986987248577,80.98271853876358,70.78859827932943,87.00823,89.12641,88.18294,90.95102,85.48933,79.92697201295674,564879.0,3590868.0,6486139.0,63.87,1.750397373731527,2006-09-01
3.502,3.6446,3.86,91.78938570501303,86.18563832562242,86.1817434745834,86.07258630382552,81.45160286830387,69.77682813052296,86.95596,89.24172,87.97597,90.59017,85.65108,78.99110218611835,570402.0,3589937.0,6500180.0,58.88,1.5627206385013137,2006-10-01
3.5972,3.7281,3.79,91.69321077005019,86.18401576175826,86.16441987265065,86.21405725490565,81.74349780710227,70.4086451989544,87.05194,89.38126,88.00318,90.52313,85.84237,79.52877991650462,574070.0,3617914.0,6556170.0,59.37,1.8536125343258325,2006-11-01
3.6842,3.7894,3.85,91.74878423769496,86.27635304043336,86.30718577617986,86.14509466122733,82.06671949841952,71.2535366750548,87.15399,89.49982,88.0912,90.63331,85.96395,80.81677891993712,579206.0,3696019.0,6663329.0,62.03,1.8903268361105674,2006-12-01
3.7519,3.8897,4.1,91.93582242896429,86.42579260110185,86.41516019037076,86.1272196897596,82.62089572785912,69.97629588076076,87.38008,89.76064,88.23596,90.81267,86.30297,80.4848717639664,582166.0,3696560.0,6705357.0,54.57,1.876636343879623,2007-01-01
3.8182,3.9444,4.12,91.9028443567738,86.49258877025572,86.44546813727871,86.36193380993642,82.64231632268731,70.31584432267968,87.51451,89.92192,88.31843,90.94862,86.50954,80.73672869612481,586058.0,3718712.0,6739280.0,59.26,1.8663950990250866,2007-02-01
3.8909,3.9963,4.02,91.88298951682704,86.58424631323058,86.56230267728112,86.3806739976913,83.03892233757774,70.73712909387281,87.69869,90.00445,88.56493,91.33403,86.60762,81.30034246480467,592039.0,3746750.0,6825507.0,60.56,1.9056051825061315,2007-03-01
3.9753,4.0974,4.23,91.80982149323714,86.780950285929,86.78919492593748,86.56707934198732,83.42713004094553,70.99260605102299,88.08375,90.25061,88.96546,91.6921,86.97174,81.50191622209735,594895.0,3744814.0,6850746.0,63.97,1.9675613877509157,2007-04-01
4.0714,4.1966,4.36,91.7670954332583,87.00163445700412,87.03151671980292,86.66586817492812,83.63197520253696,71.26607617212771,88.2684,90.38377,89.18344,91.99561,87.11046,81.61211075885087,598220.0,3773413.0,6917829.0,63.46,1.9134137086475045,2007-05-01
4.1478,4.283,4.64,91.71668752084463,87.12509909266504,87.19913441252649,86.8356414862103,83.775698036897,70.9088297850882,88.39942,90.45081,89.32659,92.11213,87.22483,81.53433697172774,601388.0,3794192.0,6987296.0,67.48,1.897261066645406,2007-06-01
4.2162,4.3585,4.6,91.73938506948409,87.52101417596054,87.52341510731353,86.97276168528262,83.67227903636653,70.73736196598495,88.5826,90.59652,89.52469,92.30497,87.38757,81.62473115885872,606047.0,3821040.0,7057569.0,74.18,1.8056116943608869,2007-07-01
4.5436,4.5938,4.42,91.80922259339172,87.78144270551331,87.85166544018293,87.14998722977569,83.70481138265664,71.03032095883465,88.65669,90.66996,89.56669,92.10202,87.5062,81.44680970222207,610192.0,3810958.0,7100108.0,72.39,1.7605835072831644,2007-08-01
4.7417,4.7513,4.37,91.49523125230529,88.04797962559958,88.21352476926201,87.32033316678843,83.64342165134633,72.60749244832849,88.85635,90.74783,89.83147,92.2661,87.61592,82.5188196716186,612128.0,3831681.0,7161755.0,79.93,2.124074929463582,2007-09-01
4.6874,4.6634,4.41,91.33263102789425,88.57700057241296,88.68222605654371,87.42138570962949,83.80468148263374,74.30990185690328,89.15277,90.87878,90.21971,92.45516,87.78552,83.72720540078427,617367.0,3829110.0,7267682.0,86.2,2.526347820206909,2007-10-01
4.6385,4.6297,4.25,91.21717287899075,88.77464307920202,88.96100643216522,87.55771032600445,84.10141919625154,78.44934193928698,89.69472,91.06166,90.99029,93.35206,88.01149,87.3926337675928,620797.0,3854352.0,7323179.0,94.62,3.0358657141931644,2007-11-01
4.8484,4.8194,4.36,91.46762815604355,89.16859590938789,89.39637048237869,87.78507811893893,84.45217411466068,79.62904011065861,89.82309,91.18972,91.09187,93.31791,88.17714,88.33178629793564,625818.0,3839555.0,7356073.0,91.73,3.062510391090534,2007-12-01
4.4815,4.5014,4.19,91.52381137657926,89.53060217794888,89.83236420139664,88.01389664073089,84.79979114132762,79.86886383302452,90.21996,91.38909,91.56763,93.74468,88.46632,88.9647834416986,628747.0,3852397.0,7440745.0,92.95,3.250031357261274,2008-01-01
4.3621,4.3565,4.13,91.43678516180492,89.78854156295863,90.04597105193909,88.05747679562586,85.51379925629954,80.47559836470205,90.34168,91.47198,91.68345,93.78225,88.59623,88.99455058221469,634717.0,3845184.0,7505318.0,95.35,3.2305157167651366,2008-02-01
4.5964,4.593,4.07,91.34980704324263,90.01014110800203,90.2949100922872,88.09146494786084,85.7016168416358,81.3993058087527,90.76795,91.69611,92.18186,94.37942,88.92408,90.21249011077855,637093.0,3859561.0,7536659.0,105.56,3.4997786169896017,2008-03-01
4.7835,4.7954,4.28,91.31725627802119,90.07831135483309,90.38534448910404,88.18263060518642,85.94923744887711,82.36803411407071,90.96581,91.73832,92.48228,94.63955,88.98161,90.180122420424,643088.0,3840284.0,7616022.0,112.57,3.2719542480877717,2008-04-01
4.8574,4.8975,4.43,91.35240060087891,90.29881830749424,90.52673449689557,88.19162572627236,86.30378515112785,85.26127162659844,91.49199,91.91937,93.19456,95.54772,89.25331,92.70843160672537,645540.0,3857591.0,7674618.0,125.39,3.652031757684515,2008-05-01
4.9405,5.0883,4.78,91.42505844981977,90.52270714821161,90.89095104266036,88.1706484444318,86.80084532079354,87.22762498187852,91.90946,92.08095,93.7749,96.30296,89.44802,94.44842301073483,648817.0,3857729.0,7700435.0,133.93,3.970659536001464,2008-06-01
4.961,5.1482,4.76,91.53649652918168,90.61084468959967,91.0077630824505,88.20432219463012,87.60838710175646,89.4829738140808,92.1849,92.16237,94.15,96.6444,89.58717,95.68620041429857,651200.0,3828594.0,7750811.0,133.44,4.066599986904884,2008-07-01
4.9652,5.1602,4.48,91.80074067740716,90.87887652271455,91.24893006236107,88.37725197582112,87.73010322456086,87.78653656116698,92.01071,92.31992,93.69323,95.90096,89.80004,93.5611039073312,654945.0,3822371.0,7787840.0,116.61,3.7831549993576408,2008-08-01
5.0192,5.219,4.43,92.1104331578156,90.95679786328844,91.30127885531927,88.61676205914688,87.95663772187838,87.59834320133923,92.08956,92.44262,93.74328,95.9032,89.91842,93.94572466305851,660529.0,3884458.0,7865188.0,103.9,3.638693239143853,2008-09-01
5.1131,5.1781,4.31,92.49759793618901,91.00314022775342,91.31723663789509,88.89294131623207,87.34309959423756,85.13871594219651,91.95966,92.61795,93.35985,95.24717,90.13582,92.25596617827922,700957.0,3977681.0,8010727.0,76.65,3.1484046990351455,2008-10-01
4.2383,4.2948,4.1,92.74442371607988,90.6699857644142,90.96556695916419,88.82272507467245,86.1875541428913,79.68609622145834,91.58438,92.77381,92.54507,94.05179,90.36244,88.26526077943458,705333.0,3967905.0,8035211.0,57.44,2.106768380569113,2008-11-01
3.2926,3.3653,3.73,92.4591231345501,90.37383426355575,90.50439509736238,88.82531704604325,84.99931474572551,76.33472083325324,91.23146,92.85668,91.82389,92.92217,90.5138,85.21775780848678,710943.0,3992578.0,8041762.0,41.02,1.5679375982278199,2008-12-01
2.4565,2.5389,3.88,92.50764467022437,89.72698543925803,89.83856632074348,88.8044290202399,83.63345188047718,75.15500164286216,91.28132,92.90886,91.84029,92.90632,90.60944,84.24714965604613,717157.0,4091136.0,8089401.0,41.74,1.176413733723658,2009-01-01
1.9431,2.034,3.94,92.8205554237636,89.68596140803986,89.73978581380173,88.97045788179396,82.80423556052183,74.68187284110317,91.42522,93.02856,91.98974,93.09851,90.74591,84.68500351021544,721740.0,4132097.0,8112143.0,39.16,1.1993799539703032,2009-02-01
1.6355,1.7745,3.85,92.73138587256497,89.49693847740133,89.58474637869419,89.10628226849013,82.06207708937794,72.8578279523028,91.32589,93.08554,91.79566,92.89705,90.77601,82.83978045779317,726363.0,4147215.0,8093515.0,47.98,0.6146883343735254,2009-03-01
1.4223,1.6083,3.84,92.7175778154372,89.45822127927511,89.4606430224149,89.0982956587237,81.30663095072606,71.21775282825158,91.45543,93.25843,91.82541,92.97695,91.04212,82.32165725519928,730086.0,4190537.0,8145669.0,49.79,0.5382461828240759,2009-04-01
1.2817,1.4803,3.95,92.52380769170779,89.18133611679077,89.20424258725606,89.0991005753884,80.84638399176382,71.5417107601182,91.52241,93.32868,91.86455,93.07738,91.14722,82.23307552898524,731494.0,4207878.0,8140833.0,59.16,0.03324881227306786,2009-05-01
1.2279,1.4356,4.09,92.41906804936568,89.12122810036331,89.09257191695971,89.19516284377542,80.77517052982192,72.5997216270213,91.77395,93.36356,92.24003,93.62284,91.22959,83.91795408792302,732580.0,4258226.0,8155197.0,69.68,-0.14743857705180607,2009-06-01
0.975,1.2129,3.89,92.32972367050444,89.10414132803801,88.99066433081072,89.22600205089249,80.66091334646485,70.6700743356562,91.61464,93.39052,91.91573,93.18591,91.29568,82.58548598242434,736606.0,4314634.0,8184207.0,64.09,-0.6186045653897798,2009-07-01
0.8605,1.1154,3.73,92.1955752141355,88.98346960549445,88.95235319548998,89.1942678826382,80.99512282788726,72.61158388318428,91.84899,93.50769,92.22493,93.67007,91.42792,84.62677813515248,740145.0,4346194.0,8176976.0,71.06,-0.17576214768911802,2009-08-01
0.7721,1.0423,3.7,92.13095458297252,88.97731662816726,88.92122261799433,89.10203325504696,81.0886862871778,72.04090047090303,91.79042,93.56554,92.02594,93.33636,91.56128,84.0980478752424,744300.0,4400713.0,8189516.0,69.46,-0.32483595317428504,2009-09-01
0.7375,1.0167,3.67,92.03761299731879,88.74459338925996,88.6623804414375,89.07651727157324,81.3397641761865,73.46466134210353,91.805,93.63727,91.94033,93.25856,91.71284,84.68976901586885,747082.0,4448680.0,8195862.0,75.82,-0.1681824399959675,2009-10-01
0.7162,0.9931,3.66,92.04350295388653,88.97794748764092,88.8771709185135,89.20293089739282,81.75448943070943,74.8227905843325,92.00358,93.7158,92.19426,93.5828,91.83595,86.3068646568944,752075.0,4467737.0,8181093.0,78.08,0.45771997364616457,2009-11-01
0.712,0.9956,3.64,92.16307006559659,88.98684793441741,88.9246581479245,89.28720088303153,82.1974867222924,75.43809894007906,92.03792,93.82546,92.17612,93.53963,91.94207,86.71629387670997,757006.0,4499550.0,8207839.0,74.3,0.8839713844325248,2009-12-01
0.6798,0.9773,3.75,92.10536026223176,89.12358963290707,89.04853029281956,89.30237423564711,82.61835188163384,76.67579116986023,92.30445,93.88119,92.60147,94.07047,91.99463,87.35400859631137,761587.0,4545385.0,8220765.0,78.22,1.120853642344355,2010-01-01
0.6617,0.9645,3.72,92.23711273582356,89.18888325265424,89.13472676558793,89.18417038683366,82.75501040798002,76.71183864117187,92.33777,93.93033,92.60503,94.04564,92.06812,87.05823939945019,765485.0,4568331.0,8228832.0,76.42,0.9981381505015818,2010-02-01
0.645,0.9524,3.63,92.41900534272985,89.1699737911415,89.06345069658614,89.32512667154086,83.25435671489626,77.49628063000911,92.65162,93.98461,93.0866,94.65769,92.15603,88.37940574094124,769916.0,4580958.0,8230444.0,81.24,1.4516475010536434,2010-03-01
0.6447,0.9552,3.68,92.5967139378096,89.3269883140262,89.22156471529063,89.40648196445748,84.12438524440178,78.8009838526823,92.96107,94.08027,93.5353,95.1788,92.27795,89.52301790647881,773213.0,4632696.0,8264563.0,84.48,1.6463101206784625,2010-04-01
0.6865,0.9822,3.52,93.00053230381079,89.4574639357925,89.3601147300023,89.60111907874318,84.78140833284483,78.86360303334547,93.01819,94.12359,93.60833,95.35909,92.31367,90.07458148150188,779296.0,4649309.0,8283333.0,73.84,1.6343319630678588,2010-05-01
0.7276,1.0118,3.6,93.22493280260467,89.71599442880857,89.59358266339217,89.81536625615466,85.24779820629111,79.06097216587773,93.08671,94.22891,93.63797,95.32426,92.4347,89.66848191491977,783363.0,4674690.0,8314433.0,75.35,1.4304276976200736,2010-06-01
0.8488,1.1042,3.6,93.11695651147267,89.6865696862073,89.66733645934578,89.8242118381208,85.32857934654841,79.15219388744056,93.22375,94.34808,93.80144,95.44165,92.53623,89.9487654443718,784955.0,4680518.0,8331067.0,76.37,1.7563895901353765,2010-07-01
