irt3m_eacc,irt6m_eacc,ltirt_eacc,ppicag_ea,ppicog_ea,ppindcog_ea,ppidcog_ea,ppiing_ea,ppinrg_ea,hicpov_ea,hicpnef_ea,hicpg_ea,hicpin_ea,hicpsv_ea,hicpng_ea,curr_eacc,m1_eacc,m2_eacc,oilpricex,hcpi_yoy,date
-0.3105,-0.2308,0.77,98.91746396652006,97.85227594133649,98.14118058822571,96.1943950211303,92.32888332226403,88.41932790408582,104.65213,103.81726,104.09548,103.04134,105.36822,108.70818280816981,1181597.0,8515964.0,11969408.0,63.86,1.6150196467889177,2019-04-01
-0.3119,-0.2374,0.7,98.99699826282175,97.97799563228538,98.35903062613446,96.21787656019055,92.20981352635754,88.1773671644945,104.75422,103.75876,104.38232,103.33501,105.23786,109.52432379841129,1183400.0,8573197.0,12033491.0,60.83,1.2756740410111878,2019-05-01
-0.3289,-0.279,0.43,99.19194910503617,98.100907086035,98.40565185410713,96.28670166026886,92.01380292707061,85.4812983091189,104.81179,103.94498,104.22936,102.95925,105.56036,107.90259952907816,1186685.0,8626434.0,12079082.0,54.66,1.2201254350985957,2019-06-01
-0.3649,-0.3474,0.22,99.14681087218021,98.1814514349838,98.5436558183495,96.41260438218242,91.7732381185774,84.84104033755054,104.87483,104.01227,104.2595,102.80417,105.66481,107.49145304143205,1193250.0,8688313.0,12138190.0,57.35,1.1081275930239665,2019-07-01
-0.4077,-0.405,-0.03,99.28870078827448,98.45329842381202,98.75170400865689,96.5268789132378,91.82176900581328,83.27462956760935,104.97754,104.16544,104.25893,102.65071,105.89748,107.2394511245762,1197869.0,8771506.0,12232907.0,54.81,1.0936824694169456,2019-08-01
-0.4176,-0.3939,-0.07,99.38413131516391,98.78709752271219,99.11664591907765,96.733376424632,91.87093807148685,82.94692479147935,105.06431,104.286,104.32338,102.74318,106.01236,107.0421521460249,1204427.0,8808360.0,12268513.0,56.95,0.9026507996250377,2019-09-01
-0.4129,-0.3616,0.02,98.73183181405568,98.91619525622825,99.23810932086981,96.73493723683251,91.7709246382514,81.84292174606676,105.18348,104.39718,104.39094,102.84935,106.1965,106.13765686817332,1210525.0,8887124.0,12334635.0,53.96,0.7920026807984204,2019-10-01
-0.4013,-0.3374,0.17,99.09446990230745,99.18874911671189,99.58949237613326,96.80110776244544,91.67866755199746,82.6827392781531,105.29619,104.45553,104.57478,102.92614,106.21972,106.2860985494313,1217816.0,8939511.0,12381853.0,57.03,0.9096863003962952,2019-11-01
-0.3947,-0.3356,0.23,99.29901013558252,99.53355233901138,99.9214188917433,96.92733963719522,91.82202962642579,82.43358170521604,105.43794,104.58982,104.70978,103.03476,106.36998,107.63949382424201,1224324.0,8950015.0,12380743.0,59.88,1.342818581084404,2019-12-01
-0.3911,-0.3301,0.18,99.09911334720668,99.47640230415699,99.86330970952879,96.79322596825821,91.44928638373703,81.17408412949806,105.44603,104.42269,104.76737,102.99844,106.31628,106.99269209187754,1229276.0,8990551.0,12418229.0,57.52,1.3583783663759341,2020-01-01
-0.4089,-0.3552,-0.01,99.44239890598791,99.67872083620361,100.10084125468538,96.9677733431591,91.26080442670832,79.91112782817316,105.42654,104.55131,104.63985,102.64897,106.43163,105.5012287738488,1236396.0,9062379.0,12491659.0,50.54,1.211515585385703,2020-02-01
-0.4166,-0.3649,0.17,99.12958801536003,99.04626305615824,99.46350825606581,96.91497822093366,90.61235418959892,75.26362668950297,105.19888,104.63114,104.26012,101.92401,106.39372,101.289597457494,1263317.0,9355534.0,12790701.0,29.21,0.7930543265016965,2020-03-01
-0.2541,-0.192,0.33,99.11981487868326,98.43428349950517,98.71962811910977,97.08193286361913,89.71719576448149,71.44950174708943,104.98362,104.73429,103.70967,100.58832,106.59678,98.12312681664469,1275211.0,9532102.0,12979824.0,16.55,0.31675418359855545,2020-04-01
-0.272,-0.1431,0.25,99.03735956745864,98.10986909888538,98.28461730560274,97.08694941468573,89.3019402782392,71.49523123837028,104.82287,104.69557,103.43961,100.11119,106.57243,96.68413327656597,1291473.0,9653392.0,13141213.0,28.56,0.065534352697183,2020-05-01
-0.376,-0.2227,0.17,98.9050358392223,97.87308358384412,98.08463298936225,97.17897958638636,89.36219580800704,73.98180405105896,105.0629,104.79547,103.6955,100.47883,106.79272,98.12008802481843,1301829.0,9740707.0,13221584.0,38.31,0.23958182567056507,2020-06-01
-0.4441,-0.3461,0.03,98.73457669512399,97.76955587287898,97.93507095919864,97.28262712412945,89.53493285131077,74.71800020585205,105.21093,105.1541,104.16412,101.60011,106.54064,98.70038845392877,1311076.0,9798614.0,13292212.0,40.71,0.3204772775317055,2020-07-01
-0.4797,-0.4329,-0.01,98.58820775789715,97.76672689379426,97.87349679719854,97.63003509684555,89.7049713394559,74.69676390877547,104.7405,104.48219,103.30881,100.28867,106.5505,98.88744030529973,1322066.0,9855651.0,13327764.0,42.34,-0.22580068079325333,2020-08-01
-0.4914,-0.4626,-0.04,98.68143254003807,97.91178335478445,97.94402007966856,97.76661523174154,89.9722354854816,74.29162839772488,104.74917,104.52644,103.3234,100.25732,106.55179,98.20636245601834,1331595.0,9937663.0,13442381.0,39.63,-0.2999496213319297,2020-09-01
-0.5091,-0.494,-0.15,99.25404652395946,97.9513684943114,98.05583261697764,97.76264883144289,90.18476770519626,73.82560072034688,104.9134,104.63912,103.56453,100.48855,106.62004,97.0224047023875,1340172.0,10052144.0,13540474.0,39.4,-0.25677035975611995,2020-10-01
-0.5209,-0.509,-0.19,98.88088317085955,98.17092328324964,98.16594060443346,97.85193921291253,90.64888989154704,75.01324562699335,105.03857,104.77654,103.60159,100.43774,106.85522,97.28094991071983,1352954.0,10158109.0,13633583.0,40.94,-0.244662223770864,2020-11-01
-0.5381,-0.5186,-0.22,98.29926501342321,98.17090625469427,98.15161326859544,98.0154919638565,91.3471525077356,76.84495448630013,105.17314,104.84963,103.6516,100.71359,107.09537,100.56198542056478,1363831.0,10270201.0,13745104.0,47.02,-0.25114299463740997,2020-12-01
-0.5472,-0.5285,-0.18,98.3184959049596,98.188674006985,98.18845209478617,98.044419338366,92.29419704443195,80.45506383906007,106.21843,105.69692,105.15262,102.82832,107.48328,102.69373782312732,1378825.0,10382665.0,13835336.0,52.0,0.7325074258367037,2021-01-01
-0.5411,-0.5205,-0.06,98.51520111362653,98.37698948611978,98.41102688108153,98.32665756907582,93.34491054714167,82.62139602547404,106.25621,105.55566,105.21495,102.82802,107.48569,103.7888133418474,1388577.0,10473586.0,13923364.0,59.04,0.7869650279711315,2021-02-01
-0.5391,-0.516,0.03,98.74047779247935,98.66786280691997,98.67238166968522,98.57639472269851,94.51657629181938,84.84052430344461,106.51927,105.52977,105.58574,103.37437,107.59332,105.13442028801353,1391605.0,10563499.0,14019354.0,62.33,1.2551369368191123,2021-03-01
-0.5382,-0.5158,0.08,98.82416403539933,98.9241571929278,98.91108112071956,98.75144286354883,95.78192076726278,89.8248459946915,106.66566,105.50649,105.91032,103.65148,107.48334,108.29296169925261,1400042.0,10628067.0,14074552.0,61.72,1.6021927992195373,2021-04-01
-0.5401,-0.513,0.23,99.06658737609347,99.248634640434,99.22434860349288,99.1494569002841,97.33741997466342,92.89679137087754,106.87766,105.65758,106.16793,103.98676,107.62927,109.6866261045854,1409110.0,10702210.0,14156859.0,65.17,1.9602497050500656,2021-05-01
-0.5429,-0.515,0.16,99.42360859584532,99.64008270198933,99.65151949049147,99.45971896327082,98.84422989853515,95.22545649788657,107.17839,105.89523,106.57942,104.62964,107.77012,110.60007980896803,1418768.0,10806050.0,14232712.0,71.38,2.01354617091285,2021-06-01
-0.5448,-0.516,0.02,100.05117793426234,100.05523251316433,100.03198264553274,100.07893085269211,100.96285600458368,98.4107889589339,107.71533,106.2404,107.4362,105.76438,107.84619,112.89246156764548,1426983.0,10902782.0,14332568.0,72.49,2.3803610518412732,2021-07-01
-0.5476,-0.5274,-0.09,100.4249874328334,100.3869304243075,100.41014888975683,100.35801044372808,102.4968664472846,98.6221115948869,108.06423,106.4365,107.83683,106.11443,108.11991,114.0506598658504,1435563.0,10989804.0,14405853.0,67.73,3.1732997264668272,2021-08-01
-0.545,-0.5224,0.06,100.759451021148,100.75127714154573,100.68249359306338,100.91662732573813,103.70987363421774,104.12079834833081,108.38928,106.63463,108.08618,106.41742,108.55289,115.27225410176905,1444619.0,11076989.0,14489494.0,71.65,3.475072881245733,2021-09-01
-0.5498,-0.5272,0.22,101.4719903181662,101.27141385225829,101.15542021879106,101.60386049137846,105.36398184154707,118.51636680819115,109.25245,106.89175,109.27031,108.15312,108.95278,119.56784425481014,1452928.0,11148221.0,14568762.0,81.48,4.135839654419748,2021-10-01
-0.5674,-0.534,0.17,101.95345562476136,102.0460777331726,101.92273936778835,102.31448280545003,107.11080584055331,123.06406829398533,110.0554,107.39696,110.21638,109.36525,109.54808,123.9464699569564,1461505.0,11192288.0,14617674.0,79.15,4.776178883623405,2021-11-01
-0.582,-0.5446,0.13,102.60145592638995,102.90398813705248,102.86567484078176,102.69373856091593,108.48311757197672,129.00618807964943,110.43505,107.64518,110.72863,109.73342,109.73628,126.86275896872363,1469057.0,11289735.0,14708392.0,71.71,5.003092995036562,2021-12-01
-0.5601,-0.5273,0.4,103.21984389968456,104.24108070194163,104.1521430929601,104.02653726102098,110.99496552464038,144.68558665139201,111.62342,108.07608,112.52106,112.12413,110.08338,132.21851347366288,1483379.0,11378722.0,14821644.0,83.22,5.08856137301219,2022-01-01
-0.5315,-0.4762,0.77,103.59722782319815,105.10704388408953,104.9509188883717,104.60417263280203,112.6199205607266,149.03338888324328,112.44264,108.37001,113.85471,113.72724,110.18669,136.7392464328551,1495030.0,11466429.0,14904777.0,91.64,5.822182063523629,2022-02-01
-0.4954,-0.4177,0.89,104.4457256848561,106.92825040199847,106.93864162789288,105.34208732615743,115.30083179884926,167.90486042117954,114.48165,108.68395,117.12474,118.23401,110.51226,151.41143423097748,1520863.0,11535119.0,14979994.0,108.5,7.475060615792795,2022-03-01
-0.4479,-0.3109,1.39,105.37658452645054,109.14149144221186,109.2436477503673,106.23819294818394,119.15748968638032,174.09373117986254,114.63163,109.20314,117.03059,117.06548,111.00059,148.63930373165513,1520457.0,11575875.0,15039803.0,101.78,7.468167355829425,2022-04-01
-0.3857,-0.1436,1.69,105.93073990222504,110.31086672294002,110.48597641309378,106.95240418186818,120.8269169395795,176.5521289137901,115.52521,109.66441,118.29683,118.24359,111.37475,152.8126679233248,1525563.0,11617227.0,15086409.0,109.55,8.091073475972422,2022-05-01
-0.2392,0.1617,2.25,106.5050328582811,111.4428778219352,111.55258250249422,107.79975313632562,121.74032388105883,181.36406677428656,116.41886,109.78991,119.90468,119.88506,111.27508,157.16331121226088,1528664.0,11647587.0,15142824.0,114.84,8.621579406072444,2022-06-01
0.0366,0.4665,1.91,107.44556337619848,112.91099663912675,113.09471785925133,108.6541339260217,122.36388249937559,189.93697461583778,117.18012,110.40696,120.86284,120.6045,111.76116,157.53634022685023,1532571.0,11698076.0,15242503.0,101.62,8.78685513009152,2022-07-01
0.3947,0.837,1.85,108.03483491635681,113.79026924022727,114.02668831708371,109.29362037034764,122.5883661010945,202.79064952201952,117.87872,110.91514,121.79387,121.24883,112.1354,157.66000555760493,1536313.0,11764014.0,15359159.0,93.67,9.082089420338257,2022-08-01
1.0109,1.5961,2.61,108.53090740213335,114.79368103090552,115.12343043002903,109.77116711113908,123.05919943790838,204.99909449192316,119.16294,111.70834,123.26266,122.74318,113.16015,161.65753575689035,1537287.0,11681424.0,15422603.0,84.26,9.939783712928074,2022-09-01
1.4277,1.9974,3.0,109.09324186913503,116.00602019686076,116.37943939770328,110.4517135838553,123.33697193317835,191.04445532422716,120.86333,112.2549,125.82521,125.76635,113.6598,168.69413444729608,1539694.0,11547504.0,15357455.0,87.55,10.62756945038763,2022-10-01
1.8252,2.3212,2.83,109.26832465926434,116.43484431714556,116.78379987963498,111.06425989425819,123.12686679828359,186.71815204912494,121.14929,112.79483,125.91505,125.32588,114.21713,167.05661046216596,1540621.0,11443507.0,15317765.0,84.37,10.080277751023559,2022-11-01
2.0635,2.5603,2.85,109.28963371334655,116.7907626676666,117.11960400709914,111.52606711740853,122.68670503390386,188.84572619458837,120.63319,113.27045,124.75642,122.94642,114.5939,159.4031678464495,1538893.0,11296984.0,15229154.0,76.44,9.234513861314863,2022-12-01
2.3449,2.8579,2.93,110.00738927674816,118.03687616500687,118.451854754421,112.4478191937331,122.68996430024552,172.12270019863197,121.3719,113.88731,125.6618,123.74164,115.12708,157.1809295569619,1540631.0,11264983.0,15266625.0,78.12,8.73336437819232,2023-01-01
2.6403,3.1354,3.08,110.26311870694686,118.56459215588299,119.1302611711152,112.68478306645537,122.17186412149407,171.60815597807354,122.04409,114.46135,126.41805,123.82828,115.69281,155.3079666582496,1539465.0,11144466.0,15223160.0,76.83,8.538975961432428,2023-02-01
2.9106,3.2674,3.11,110.74069558353528,118.9755406274479,119.50333949146929,113.08604848199529,121.29406191341876,166.8425468353783,122.38207,114.8736,126.64296,123.32119,116.16239,149.92260547264462,1544427.0,11014046.0,15188493.0,73.28,6.901036104912883,2023-03-01
3.167,3.498,3.08,110.78701407097385,118.71133737331493,119.23274664942771,113.26162476382831,119.62276256470552,160.378299889828,122.64112,115.38588,126.53784,123.19862,116.85306,151.86566099745045,1536935.0,10912853.0,15139424.0,79.45,6.987155290385383,2023-04-01
3.3664,3.679,3.09,111.24637918178726,119.1424070936816,119.61626106758511,113.9197635863889,118.55924238150216,154.83525360011726,122.58253,115.53498,126.32893,122.64816,116.97415,150.09437304411128,1537568.0,10824092.0,15119329.0,71.58,6.108900386331273,2023-05-01
3.5359,3.8253,3.06,111.50199348659254,119.38615101620205,119.7868165875478,114.05740037838096,117.90718346771335,152.6375121524899,122.83597,115.82226,126.49261,122.57172,117.33222,148.5842568225005,1535472.0,10711305.0,15091218.0,70.25,5.512087989866932,2023-06-01
3.6718,3.9425,3.15,111.4386259894778,119.27269066224278,119.76753277253894,114.14433210848784,116.78418730924747,148.09105989983053,123.20549,116.20748,126.75962,122.68091,117.82045,148.10721065664185,1534449.0,10617393.0,15051708.0,76.07,5.141972887551227,2023-07-01
3.7803,3.9445,3.22,111.8169657921411,119.6636355442924,120.11299132705383,114.40271756196118,116.70726342276173,148.4322078962352,123.87342,116.51681,127.75902,124.03057,118.08709,152.4826733357816,1534079.0,10532796.0,15026212.0,81.39,5.085481077500664,2023-08-01
3.88,4.0303,3.37,112.1383494385801,119.77161744303343,120.29737461648041,114.46283636129077,116.73617665051508,150.3635094660885,124.25791,116.68979,128.18237,124.47165,118.4217,154.1672476923703,1534881.0,10510793.0,15072362.0,89.43,4.275633011404367,2023-09-01
3.9676,4.1148,3.59,112.28091439246792,119.72665022670515,120.19101926588652,114.60177936157604,116.55658447885976,149.46729553005036,124.29924,116.89922,127.94801,124.04383,118.79121,149.62748408112412,1535014.0,10405829.0,15032213.0,85.64,2.8428060024492163,2023-10-01
3.9716,4.0647,3.3,112.33165616570491,119.82085251041944,120.2430245960379,114.5418657677122,116.33293449678648,146.8467799301252,124.1268,116.90712,127.57236,123.24204,118.86255,147.7426581588524,1533892.0,10366961.0,15047105.0,77.69,2.4577197274536333,2023-11-01
3.9331,3.9243,2.77,112.71575320857175,120.1730650851417,120.47163874163518,114.97085111598979,116.5280908954139,142.44770132190925,124.17663,117.17219,127.40794,122.89437,119.16726,148.92968355775517,1536181.0,10345628.0,15100189.0,71.9,2.9373674027852514,2023-12-01
3.9253,3.8917,2.83,112.7599095073599,120.00550061917797,120.31936036064047,114.67533558505384,115.91551598306694,139.03364067491407,124.70866,117.5514,127.92543,123.38175,119.71044,147.82466661888913,1533009.0,10284002.0,15078095.0,74.15,2.7492030692441993,2024-01-01
3.9232,3.9005,2.95,113.12527076385928,120.4035037493755,120.68108666419084,114.98487828656368,115.84398128105147,136.27871231973322,125.15538,117.93969,128.25292,123.91824,120.28943,149.72329962055395,1532820.0,10266654.0,15105825.0,77.25,2.5493163986883838,2024-02-01
3.9224,3.8932,2.9,113.14453921433208,120.59689938713062,120.85113749057652,115.26004436995315,115.90440239984287,135.18871511621163,125.35662,118.25829,128.1508,123.78545,120.83701,148.11160926316225,1526245.0,10266267.0,15133823.0,81.28,2.4305439514137994,2024-03-01
3.8864,3.8393,3.02,113.52881546909263,120.93729600481502,121.18738142541459,115.53809482902464,115.84895170890309,138.70941013611935,125.53915,118.42633,128.25273,123.87294,121.11019,151.43122451431515,1531257.0,10262375.0,15151381.0,85.35,2.3630165804095826,2024-04-01
3.8137,3.7879,3.07,112.64735497253125,120.16351691213691,120.33021215948229,114.58999958005631,114.79843035284789,137.1672003372516,125.72328,118.8212,128.03977,123.44117,121.74849,151.28104884181218,1530019.0,10263143.0,15197011.0,80.02,2.5621513930247586,2024-05-01
3.7245,3.7149,3.11,112.99362484740632,120.62050816500144,120.91883464101686,114.9212691780589,115.17019050563782,138.09881676199507,125.9182,119.11088,128.06363,123.2723,122.13785,148.27852915236656,1533920.0,10330258.0,15288943.0,79.77,2.5092242931773034,2024-06-01
3.6848,3.6436,3.06,113.03347748557664,120.92712249449238,121.0250438498566,114.93025457242624,115.60457516886298,137.67952562146405,126.31846,119.41942,128.47934,123.70592,122.51618,149.50450897456773,1536497.0,10286002.0,15248901.0,81.8,2.5266487719013186,2024-07-01
3.5476,3.4249,2.85,113.19269058794669,121.32761681673477,121.38284438140197,115.20285900436184,115.82676477709845,135.10228279118752,126.45622,119.68957,128.35484,123.31988,122.95373,147.45011514135857,1538752.0,10333211.0,15315506.0,76.68,2.0850316395559343,2024-08-01
3.4337,3.2578,2.78,113.32396019743081,121.74557057791648,121.76197669326207,115.75626988286932,115.92049462301155,130.59277403265725,126.40008,119.77875,128.14788,122.77778,123.07142,144.3146365053691,1541714.0,10384239.0,15399769.0,70.24,1.7239707315212405,2024-09-01
3.1666,3.0016,2.81,113.66129014909274,122.08085004499424,122.14120936520429,115.97418507928488,116.01395179403238,132.01298533737793,126.79074,120.052,128.51536,122.94159,123.48461,142.28762882831785,1545565.0,10438347.0,15421845.0,71.99,2.0044370343696327,2024-10-01
3.0068,2.7875,2.88,113.23387934195827,121.55300673009731,121.7552575604434,115.3185248872065,115.38319384473316,137.23163366818292,126.94303,120.12826,128.74124,123.18162,123.55079,144.49886054197705,1550902.0,10547679.0,15541441.0,69.95,2.2688331609289847,2024-11-01
2.8161,2.6303,2.74,113.6726061443759,121.892599672098,122.17534348450468,115.5197772502003,115.73265814995091,138.06192313040697,127.22182,120.37357,128.93193,123.41107,123.92784,147.83010604479404,1556875.0,10578451.0,15575611.0,70.12,2.452305236500618,2024-12-01
2.7031,2.6121,3.04,113.88737777424824,121.71573987798469,121.82836796593546,115.43362122715165,115.56425504647201,142.2732400642647,127.80243,120.63784,129.68558,124.45305,124.30434,149.30310989700132,1555824.0,10596763.0,15580699.0,75.74,2.480798045620891,2025-01-01
2.5249,2.4596,2.94,113.95000525841324,121.87272504729332,121.8530350096913,115.72575479023568,115.8422586830761,144.68744800438446,128.02914,120.89997,129.79347,124.42876,124.66464,148.51620846165125,1559517.0,10658186.0,15624281.0,71.53,2.2961537889941486,2025-02-01
2.4424,2.3854,3.24,113.90987001841074,121.87694007519089,121.74366122628557,115.98872363400719,115.62342788580618,138.3790890219305,128.07113,121.10775,129.5884,123.9641,124.98893,145.77099576618622,1564314.0,10684264.0,15658327.0,68.24,2.165430114500544,2025-03-01
2.2482,2.201,3.06,113.81462683165478,121.94926195193536,121.71624633988918,116.16372838975818,115.17401377173631,135.59694200136158,128.23272,121.64891,129.11561,123.15996,125.8748,144.80437367473743,1559558.0,10755934.0,15696916.0,63.54,2.1456015912167503,2025-04-01
