cutoff,target_time,horizon_step,prediction,h_step_sd,y_true
2005-11-30,2005-12-31,1,2.2308357478531837,0.20483712756086023,2.2131203664790045
2005-11-30,2006-01-31,2,2.229634251605145,0.3018136876462707,2.432938866615797
2005-11-30,2006-02-28,3,2.2295355737778477,0.3752854712735337,2.363823018955236
2005-11-30,2006-05-31,6,2.2295267491888016,0.5387418593395104,2.496000094672324
2005-11-30,2006-11-30,12,2.2295267442974764,0.767502357873396,1.8536125343258325
2005-12-31,2006-01-31,1,2.210421896984463,0.2031062914489375,2.432938866615797
2005-12-31,2006-02-28,2,2.210196768020122,0.2994572791492938,2.363823018955236
2005-12-31,2006-03-31,3,2.2101779858731727,0.37245311202023923,2.1847623754182037
2005-12-31,2006-06-30,6,2.2101762772730575,0.5348150541555015,2.4597986908111658
2005-12-31,2006-12-31,12,2.210176276280321,0.7620033841400428,1.8903268361105676
2006-01-31,2006-02-28,1,2.4506371808458427,0.20344486309542995,2.363823018955236
2006-01-31,2006-03-31,2,2.452062130640289,0.2995209356969269,2.1847623754182037
2006-01-31,2006-04-30,3,2.452176858059539,0.37231347416334015,2.3062827863794766
2006-01-31,2006-07-31,6,2.4521868987299493,0.5343030154875553,2.442458500987077
2006-01-31,2007-01-31,12,2.4521869039730992,0.7610607289058717,1.876636343879623
2006-02-28,2006-03-31,1,2.358779968976005,0.20207241734147327,2.1847623754182037
2006-02-28,2006-04-30,2,2.358412001947402,0.29638274048211255,2.3062827863794766
2006-02-28,2006-05-31,3,2.3583851531684497,0.3678584826379526,2.496000094672324
2006-02-28,2006-08-31,6,2.358383040772213,0.5271234054574352,2.307204075245961
2006-02-28,2007-02-28,12,2.3583830399513115,0.7502954982875555,1.8663950990250864
2006-03-31,2006-04-30,1,2.1708442707494773,0.20164732870528598,2.3062827863794766
2006-03-31,2006-05-31,2,2.169762438171736,0.29646262633881576,2.496000094672324
2006-03-31,2006-06-30,3,2.1696783490120324,0.3683063112868167,2.4597986908111658
2006-03-31,2006-09-30,6,2.169671265361039,0.5282601372406449,1.750397373731527
2006-03-31,2007-03-31,12,2.169671262032904,0.7522531506023722,1.9056051825061315
2006-04-30,2006-05-31,1,2.3145777855296554,0.20076012221956419,2.496000094672324
2006-04-30,2006-06-30,2,2.3151440032568438,0.29376767816820687,2.4597986908111658
2006-04-30,2006-07-31,3,2.315182653352977,0.36427514103177505,2.442458500987077
2006-04-30,2006-10-31,6,2.3151854839944424,0.5215108696534257,1.5627206385013137
2006-04-30,2007-04-30,12,2.3151854848950264,0.7419786585664193,1.967561387750916
2006-05-31,2006-06-30,1,2.5105768086032514,0.2004630105627178,2.4597986908111658
2006-05-31,2006-07-31,2,2.5116967938641435,0.2945900058187262,2.442458500987077
2006-05-31,2006-08-31,3,2.511782846659757,0.36591453172081834,2.307204075245961
2006-05-31,2006-11-30,6,2.51179000546853,0.5247367939479243,1.8536125343258325
2006-05-31,2007-05-31,12,2.5117900087171265,0.7471722258495817,1.9134137086475045
2006-06-30,2006-07-31,1,2.4571502610240583,0.1990140176633453,2.442458500987077
2006-06-30,2006-08-31,2,2.4569565066502186,0.29192504237587547,2.307204075245961
2006-06-30,2006-09-30,3,2.456942331927685,0.3623396068314522,1.750397373731527
2006-06-30,2006-12-31,6,2.456941213515405,0.5192347432703721,1.8903268361105676
2006-06-30,2007-06-30,12,2.456941213077317,0.7390804224956745,1.897261066645406
2006-07-31,2006-08-31,1,2.4411861204527163,0.19750877215390786,2.307204075245961
2006-07-31,2006-09-30,2,2.4410927562946165,0.2897487582237361,1.750397373731527
2006-07-31,2006-10-31,3,2.4410859054620375,0.3596540046272784,1.5627206385013137
2006-07-31,2007-01-31,6,2.441085363171426,0.5154083998604123,1.876636343879623
2006-07-31,2007-07-31,12,2.4410853629570908,0.7336491886547819,1.8056116943608869
2006-08-31,2006-09-30,1,2.2971575184217223,0.19671130157811884,1.750397373731527
2006-08-31,2006-10-31,2,2.2964112707224724,0.2887086186296161,1.5627206385013137
2006-08-31,2006-11-30,3,2.2963558402263953,0.3584269572051974,1.8536125343258325
2006-08-31,2007-02-28,6,2.2963513943604252,0.5137407670024428,1.8663950990250864
2006-08-31,2007-08-31,12,2.296351392537656,0.731337743716579,1.7605835072831644
2006-09-30,2006-10-31,1,1.693449934377345,0.20612859900361935,1.5627206385013137
2006-09-30,2006-11-30,2,1.6876256315444629,0.306779353240429,1.8536125343258325
2006-09-30,2006-12-31,3,1.6870299506170354,0.38304384799066027,1.8903268361105676
2006-09-30,2007-03-31,6,1.6869621591100963,0.5521549063926108,1.9056051825061315
2006-09-30,2007-09-30,12,1.6869620865080441,0.7881659746383006,2.124074929463582
2006-10-31,2006-11-30,1,1.5388789330393555,0.20516130084885295,1.8536125343258325
2006-10-31,2006-12-31,2,1.535850177671049,0.3091209777823287,1.8903268361105676
2006-10-31,2007-01-31,3,1.535465416643962,0.3880238291270858,1.876636343879623
2006-10-31,2007-04-30,6,1.5354095399944536,0.5623419394806253,1.967561387750916
2006-10-31,2007-10-31,12,1.5354094252054096,0.8047521911708846,2.526347820206909
2006-11-30,2006-12-31,1,1.8847857962906833,0.20710163566193263,1.8903268361105676
2006-11-30,2007-01-31,2,1.8881264609000386,0.3089782235252912,1.876636343879623
2006-11-30,2007-02-28,3,1.8884844612929645,0.3861869590806745,1.8663950990250864
2006-11-30,2007-05-31,6,1.888527378141923,0.5572611862106973,1.9134137086475045
2006-11-30,2007-11-30,12,1.888527431024653,0.7958461443385053,3.0358657141931644
