cutoff,target_time,horizon_step,prediction,y_true,squared_residual,sigma_hat,h_step_sd
2001-01-31,2001-02-28,1,1.89505516890216,2.0356015583091747,0.01975328757534821,,
2001-01-31,2001-03-31,2,1.89505516890216,2.0242750355694783,0.016697773941519528,,
2001-01-31,2001-04-30,3,1.89505516890216,2.4332887475795983,0.28969538521592225,,
2001-01-31,2001-07-31,6,1.89505516890216,2.442620316471245,0.2998275908323539,,
2001-01-31,2002-01-31,12,1.89505516890216,2.6526453030378594,0.573942811339747,,
2001-02-28,2001-03-31,1,2.0356015583091747,2.0242750355694783,0.00012829011737285886,inf,inf
2001-02-28,2001-04-30,2,2.0356015583091747,2.4332887475795983,0.1581551005098098,inf,inf
2001-02-28,2001-05-31,3,2.0356015583091747,2.7344914571370893,0.48844709068369274,inf,inf
2001-02-28,2001-08-31,6,2.0356015583091747,2.3002436682712624,0.07003544636518572,inf,inf
2001-02-28,2002-02-28,12,2.0356015583091747,2.458936352951868,0.1792123483551715,inf,inf
2001-03-31,2001-04-30,1,2.0242750355694783,2.4332887475795983,0.16729221661229743,0.1410020485408672,0.1410020485408672
2001-03-31,2001-05-31,2,2.0242750355694783,2.7344914571370893,0.5044073654643025,0.41815412762679904,0.41815412762679904
2001-03-31,2001-06-30,3,2.0242750355694783,2.516373768396152,0.24216116284961778,0.8821238438561873,0.8821238438561873
2001-03-31,2001-09-30,6,2.0242750355694783,2.042255961878592,0.00032331371093377077,0.6081636598790984,0.6081636598790984
2001-03-31,2002-03-31,12,2.0242750355694783,2.4735686490481967,0.20186475111276403,0.8678451242560037,0.8678451242560037
2001-04-30,2001-05-31,1,2.4332887475795983,2.7344914571370893,0.09072307224477426,0.3059197560676807,0.3059197560676807
2001-04-30,2001-06-30,2,2.4332887475795983,2.516373768396152,0.006903120684087119,0.5827779336572516,0.5827779336572516
2001-04-30,2001-07-31,3,2.4332887475795983,2.442620316471245,8.707817797954763e-05,0.7142491297681898,0.7142491297681898
2001-04-30,2001-10-31,6,2.4332887475795983,1.980446439290029,0.20506615617702542,0.4302245639828538,0.4302245639828538
2001-04-30,2002-04-30,12,2.4332887475795983,2.384162410476942,0.002413396997123819,0.6910209514941217,0.6910209514941217
2001-05-31,2001-06-30,1,2.7344914571370893,2.516373768396152,0.047575326141688495,0.30435553034228063,0.30435553034228063
2001-05-31,2001-07-31,2,2.7344914571370893,2.442620316471245,0.08518876275358107,0.4782479693630767,0.4782479693630767
2001-05-31,2001-08-31,3,2.7344914571370893,2.3002436682712624,0.18857114213485981,0.5832068577921024,0.5832068577921024
2001-05-31,2001-11-30,6,2.7344914571370893,1.683412596941691,1.1047667703496575,0.43789363513890706,0.43789363513890706
2001-05-31,2002-05-31,12,2.7344914571370893,2.0274882994719023,0.4998534649485452,0.5649286998683422,0.5649286998683422
2001-06-30,2001-07-31,1,2.516373768396152,2.442620316471245,0.0054395716708395365,0.2852508513096329,0.2852508513096329
2001-06-30,2001-08-31,2,2.516373768396152,2.3002436682712624,0.046712220179994726,0.43913327229706134,0.43913327229706134
2001-06-30,2001-09-30,3,2.516373768396152,2.042255961878592,0.22478769445702243,0.5497640082485558,0.5497640082485558
2001-06-30,2001-12-31,6,2.516373768396152,1.939089534186178,0.3332570870673959,0.6480777880461489,0.6480777880461489
2001-06-30,2002-06-30,12,2.516373768396152,1.8759412027073097,0.4101538711947931,0.6035906669161957,0.6035906669161957
2001-07-31,2001-08-31,1,2.442620316471245,2.3002436682712624,0.02027110995266162,0.25725931056516527,0.25725931056516527
2001-07-31,2001-09-30,2,2.442620316471245,2.042255961878592,0.16029161642839174,0.40449087592510535,0.40449087592510535
2001-07-31,2001-10-31,3,2.442620316471245,1.980446439290029,0.21360469274871777,0.535490346041662,0.535490346041662
2001-07-31,2002-01-31,6,2.442620316471245,2.6526453030378594,0.044110494982306556,0.6345512374115351,0.6345512374115351
2001-07-31,2002-07-31,12,2.442620316471245,2.027523747558857,0.17230516152283687,0.6111367513000907,0.6111367513000907
2001-08-31,2001-09-30,1,2.3002436682712624,2.042255961878592,0.06655765664975079,0.24193073193064388,0.24193073193064388
2001-08-31,2001-10-31,2,2.3002436682712624,1.980446439290029,0.10227026766407543,0.40380605079701454,0.40380605079701454
2001-08-31,2001-11-30,3,2.3002436682712624,1.683412596941691,0.38048057055758666,0.5239838175408048,0.5239838175408048
2001-08-31,2002-02-28,6,2.3002436682712624,2.458936352951868,0.025183368171138185,0.585574768850352,0.585574768850352
2001-08-31,2002-08-31,12,2.3002436682712624,2.14099078368144,0.02536148125017924,0.5830588600177203,0.5830588600177203
2001-09-30,2001-10-31,1,2.042255961878592,1.980446439290029,0.003820417082626064,0.24428921120108354,0.24428921120108354
2001-09-30,2001-11-30,2,2.042255961878592,1.683412596941691,0.12876856055923772,0.3929060643144985,0.3929060643144985
2001-09-30,2001-12-31,3,2.042255961878592,1.939089534186178,0.010643311802814045,0.538229215221465,0.538229215221465
2001-09-30,2002-03-31,6,2.042255961878592,2.4735686490481967,0.18603063411346546,0.5454448024523519,0.5454448024523519
2001-09-30,2002-09-30,12,2.042255961878592,2.110645276703837,0.004677098382266509,0.5431531337242302,0.5431531337242302
2001-10-31,2001-11-30,1,1.980446439290029,1.683412596941691,0.08822910350021722,0.2295541733576628,0.2295541733576628
2001-10-31,2001-12-31,2,1.980446439290029,1.939089534186178,0.0017103935997689309,0.38881145626527647,0.38881145626527647
2001-10-31,2002-01-31,3,1.980446439290029,2.6526453030378594,0.45185131242387433,0.5047868521252575,0.5047868521252575
