cutoff,target_time,horizon_step,prediction,y_true,squared_residual,sigma_hat,h_step_sd
2002-09-30,2002-10-31,1,2.2034205500933512,2.256324130933529,0.002798788865713236,,
2002-09-30,2002-11-30,2,2.2034205500933512,2.2736552559589063,0.00493291390802103,,
2002-09-30,2002-12-31,3,2.2034205500933512,2.300621847931561,0.009448092301432358,,
2002-09-30,2003-03-31,6,2.2034205500933512,2.3995403518076497,0.03846297662445573,,
2002-09-30,2003-09-30,12,2.2034205500933512,2.0715196158303195,0.01739785645946062,,
2002-10-31,2002-11-30,1,2.214200055483435,2.2736552559589063,0.003534920863578465,,
2002-10-31,2002-12-31,2,2.214200055483435,2.300621847931561,0.007468726209946945,,
2002-10-31,2003-01-31,3,2.214200055483435,2.1492065438905694,0.004224156549171969,,
2002-10-31,2003-04-30,6,2.214200055483435,1.9936977107172016,0.04862128404740692,,
2002-10-31,2003-10-31,12,2.214200055483435,1.9963506347308704,0.04745837012222799,,
2002-11-30,2002-12-31,1,2.2252361841146526,2.300621847931561,0.005682998309115927,,
2002-11-30,2003-01-31,2,2.2252361841146526,2.1492065438905694,0.005780506192603531,,
2002-11-30,2003-02-28,3,2.2252361841146526,2.344613432738352,0.014250927488964558,,
2002-11-30,2003-05-31,6,2.2252361841146526,1.8342031602095463,0.15290682578437143,,
2002-11-30,2003-11-30,12,2.2252361841146526,2.0870223282189126,0.019103069961568377,,
2002-12-31,2003-01-31,1,2.237705195134124,2.1492065438905694,0.00783201127192831,,
2002-12-31,2003-02-28,2,2.237705195134124,2.344613432738352,0.011429371267642086,,
2002-12-31,2003-03-31,3,2.237705195134124,2.3995403518076497,0.026190617935544596,,
2002-12-31,2003-06-30,6,2.237705195134124,1.979998030415864,0.06641298274712441,,
2002-12-31,2003-12-31,12,2.237705195134124,1.974885736608112,0.06907406777990613,,
2003-01-31,2003-02-28,1,2.231071850151722,2.344613432738352,0.012891690976276559,,
2003-01-31,2003-03-31,2,2.231071850151722,2.3995403518076497,0.02838163605019333,,
2003-01-31,2003-04-30,3,2.231071850151722,1.9936977107172016,0.05634648207227911,,
2003-01-31,2003-07-31,6,2.231071850151722,1.954311583130064,0.07659624540189944,,
2003-01-31,2004-01-31,12,2.231071850151722,1.8342382035070992,0.1574769431092693,,
2003-02-28,2003-03-31,1,2.2018076044893964,2.3995403518076497,0.03909823936202421,,
2003-02-28,2003-04-30,2,2.2018076044893964,1.9936977107172016,0.04330972788587421,,
2003-02-28,2003-05-31,3,2.2018076044893964,1.8342031602095463,0.1351330274542974,,
2003-02-28,2003-08-31,6,2.2018076044893964,2.0090419291553863,0.037158605586977,,
2003-02-28,2004-02-29,12,2.2018076044893964,1.668241175218621,0.2846931344447653,,
2003-03-31,2003-04-30,1,2.193219587706506,1.9936977107172016,0.03980897939733519,,
2003-03-31,2003-05-31,2,2.193219587706506,1.8342031602095463,0.12889279521267982,,
2003-03-31,2003-06-30,3,2.193219587706506,1.979998030415864,0.04546343249344661,,
2003-03-31,2003-09-30,6,2.193219587706506,2.0715196158303195,0.01481088315466462,,
2003-03-31,2004-03-31,12,2.193219587706506,1.6918477734087611,0.2513736961722125,,
2003-04-30,2003-05-31,1,2.1910655894733266,1.8342031602095463,0.1273507934200466,,
2003-04-30,2003-06-30,2,2.1910655894733266,1.979998030415864,0.04454951448647549,,
2003-04-30,2003-07-31,3,2.1910655894733266,1.954311583130064,0.05605245951958568,,
2003-04-30,2003-10-31,6,2.1910655894733266,1.9963506347308704,0.03791391360035679,,
2003-04-30,2004-04-30,12,2.1910655894733266,2.097537435126706,0.008747515655485254,,
2003-05-31,2003-06-30,1,2.1757382915956236,1.979998030415864,0.038314249846720515,,
2003-05-31,2003-07-31,2,2.1757382915956236,1.954311583130064,0.049029787221891954,,
2003-05-31,2003-08-31,3,2.1757382915956236,2.0090419291553863,0.02778767725080697,,
2003-05-31,2003-11-30,6,2.1757382915956236,2.0870223282189126,0.007870522157857919,,
2003-05-31,2004-05-31,12,2.1757382915956236,2.430535352977592,0.06492154248888654,,
2003-06-30,2003-07-31,1,2.165335651512171,1.954311583130064,0.04453115743653625,,
2003-06-30,2003-08-31,2,2.165335651512171,2.0090419291553863,0.024427727648139747,,
2003-06-30,2003-09-30,3,2.165335651512171,2.0715196158303195,0.008801448551058452,,
2003-06-30,2003-12-31,6,2.165335651512171,1.974885736608112,0.03627117008696333,,
2003-06-30,2004-06-30,12,2.165335651512171,2.384050012672123,0.04783597177760593,,
2003-07-31,2003-08-31,1,2.165313231068463,2.0090419291553863,0.024420719801607933,,
2003-07-31,2003-09-30,2,2.165313231068463,2.0715196158303195,0.008797242259440874,,
2003-07-31,2003-10-31,3,2.165313231068463,1.9963506347308704,0.02854835896114022,,
2003-07-31,2004-01-31,6,2.165313231068463,1.8342382035070992,0.1096106738747577,,
2003-07-31,2004-07-31,12,2.165313231068463,2.330188254196708,0.02718377325153932,,
2003-08-31,2003-09-30,1,2.178858180377882,2.0715196158303195,0.011521567439131223,,
2003-08-31,2003-10-31,2,2.178858180377882,1.9963506347308704,0.033309004218096,,
2003-08-31,2003-11-30,3,2.178858180377882,2.0870223282189126,0.008433823741764062,,
2003-08-31,2004-02-29,6,2.178858180377882,1.668241175218621,0.2607297259578127,,
2003-08-31,2004-08-31,12,2.178858180377882,2.3390287154516187,0.02565460030580715,,
2003-09-30,2003-10-31,1,2.1823558001263423,1.9963506347308704,0.03459792155379688,,
2003-09-30,2003-11-30,2,2.1823558001263423,2.0870223282189126,0.009088470865924686,,
