cutoff,target_time,horizon_step,prediction,h_step_sd,y_true
2010-08-31,2010-09-30,1,1.661907887548698,0.24029458270797052,1.764018510864207
2010-08-31,2010-10-31,2,1.6507866654810885,0.3265345096101526,1.9248406949512464
2010-08-31,2010-11-30,3,1.6036587423643294,0.39283435418059326,1.9058280123447344
2010-08-31,2011-02-28,6,1.5248994301122998,0.44915377438525733,2.609852934503376
2010-08-31,2011-08-31,12,1.4170657754436238,0.49904994296308547,2.753747291211628
2010-09-30,2010-10-31,1,1.7489205672436594,0.23199923816060775,1.9248406949512464
2010-09-30,2010-11-30,2,1.7213753181449554,0.32045096318085226,1.9058280123447344
2010-09-30,2010-12-31,3,1.6243454850787542,0.3876171620791235,2.2023205218023145
2010-09-30,2011-03-31,6,1.4224199490426161,0.44442305311434577,2.63127617196548
2010-09-30,2011-09-30,12,1.1769947499557492,0.49468295128890255,2.8731837256162684
2010-10-31,2010-11-30,1,2.096209823548247,0.2380017102541926,1.9058280123447344
2010-10-31,2010-12-31,2,1.9911521814715845,0.3262875345621989,2.2023205218023145
2010-10-31,2011-01-31,3,1.8494198350195223,0.39278216887763284,2.4208800334111658
2010-10-31,2011-04-30,6,1.6289997251275645,0.44907223207248426,2.6506902297918744
2010-10-31,2011-10-31,12,1.3953308607650352,0.4988176963023185,2.954160481596535
2010-11-30,2010-12-31,1,2.101247369527446,0.24411803488968115,2.2023205218023145
2010-11-30,2011-01-31,2,2.23096613545743,0.3304141584547144,2.4208800334111658
2010-11-30,2011-02-28,3,2.248463624817863,0.39712188911634494,2.609852934503376
2010-11-30,2011-05-31,6,2.236506994535762,0.45380542057535495,2.6513738871934533
2010-11-30,2011-11-30,12,2.203403811052846,0.5041025957934846,2.9713191578955023
2010-12-31,2011-01-31,1,2.4234918781985004,0.23782249174656997,2.4208800334111658
2010-12-31,2011-02-28,2,2.5308190697569213,0.3278835328390933,2.609852934503376
2010-12-31,2011-03-31,3,2.5438352326874787,0.3954313105325888,2.63127617196548
2010-12-31,2011-06-30,6,2.499543878612541,0.45243411115604254,2.593861143013876
2010-12-31,2011-12-31,12,2.444963773375829,0.5028561824669681,2.727659597539533
2011-01-31,2011-02-28,1,2.7752708718608856,0.23512862266636042,2.609852934503376
2011-01-31,2011-03-31,2,2.9664533041649515,0.32461028563786415,2.63127617196548
2011-01-31,2011-04-30,3,3.06562546808393,0.3923181414657843,2.6506902297918744
2011-01-31,2011-07-31,6,3.186986661132852,0.44932326482602764,2.684959573070178
2011-01-31,2012-01-31,12,3.2794925292682127,0.49972567848094035,2.6688553923178704
2011-02-28,2011-03-31,1,2.6365022959596165,0.2338805435621982,2.63127617196548
