cutoff,target_time,horizon_step,prediction,h_step_sd,y_true
2010-08-31,2010-09-30,1,1.6600270220871054,0.2681399834827771,1.764018510864207
2010-08-31,2010-10-31,2,1.6507847449430948,0.36852514948966825,1.9248406949512464
2010-08-31,2010-11-30,3,1.6576882202268306,0.4455948748837042,1.9058280123447344
2010-08-31,2011-02-28,6,1.6835394745246866,0.5109629769217559,2.609852934503376
2010-08-31,2011-08-31,12,1.7024729645854013,0.568798959195864,2.753747291211628
2010-09-30,2010-10-31,1,1.705088268392105,0.2612262516965708,1.9248406949512464
2010-09-30,2010-11-30,2,1.6878315887082738,0.36324204513087727,1.9058280123447344
2010-09-30,2010-12-31,3,1.6424015034024075,0.4412541609693502,2.2023205218023145
2010-09-30,2011-03-31,6,1.5725912461961487,0.5072277681302831,2.63127617196548
2010-09-30,2011-09-30,12,1.5193236728583135,0.565504385710441,2.8731837256162684
2010-10-31,2010-11-30,1,1.9888333082659408,0.2675041423134463,1.9058280123447344
2010-10-31,2010-12-31,2,1.9078450243481617,0.3682392355270124,2.2023205218023145
2010-10-31,2011-01-31,3,1.8395989796348513,0.44548961025253137,2.4208800334111658
2010-10-31,2011-04-30,6,1.7669182796493834,0.5108686490282587,2.6506902297918744
2010-10-31,2011-10-31,12,1.721219514226703,0.5686426359999123,2.954160481596535
2010-11-30,2010-12-31,1,2.0564886636735937,0.27208470410799973,2.2023205218023145
2010-11-30,2011-01-31,2,2.141903911028521,0.37361823169170255,2.4208800334111658
2010-11-30,2011-02-28,3,2.1776510739255728,0.45244382394414595,2.609852934503376
2010-11-30,2011-05-31,6,2.2487337717576654,0.5193484834406029,2.6513738871934533
2010-11-30,2011-11-30,12,2.3014092671811053,0.5785244779851139,2.9713191578955023
2010-12-31,2011-01-31,1,2.314339400654531,0.2702020346831205,2.4208800334111658
2010-12-31,2011-02-28,2,2.369222718369347,0.3742702092227756,2.609852934503376
2010-12-31,2011-03-31,3,2.3908390652179476,0.45323375190427173,2.63127617196548
2010-12-31,2011-06-30,6,2.411055214453178,0.5200253502851672,2.593861143013876
2010-12-31,2011-12-31,12,2.416617811229411,0.5790645785580496,2.727659597539533
2011-01-31,2011-02-28,1,2.6239144588160648,0.26531642727850047,2.609852934503376
2011-01-31,2011-03-31,2,2.690981145865689,0.3684510060571494,2.63127617196548
2011-01-31,2011-04-30,3,2.73801380738946,0.4477173766079464,2.6506902297918744
2011-01-31,2011-07-31,6,2.8356457058357614,0.5147875975383335,2.684959573070178
2011-01-31,2012-01-31,12,2.9146235637088043,0.574005528330992,2.6688553923178704
2011-02-28,2011-03-31,1,2.5271472494341873,0.2596546329342619,2.63127617196548
2011-02-28,2011-04-30,2,2.5396093995001534,0.36325367446037116,2.6506902297918744
2011-02-28,2011-05-31,3,2.5346951385827747,0.44278103762240906,2.6513738871934533
2011-02-28,2011-08-31,6,2.5269100892625125,0.5099957691553093,2.753747291211628
2011-02-28,2012-02-29,12,2.5203913790038075,0.5693182088045776,2.7444374609818745
2011-03-31,2011-04-30,1,2.598099784467288,0.2784608746232986,2.6506902297918744
2011-03-31,2011-05-31,2,2.5293227824951234,0.38034606714137015,2.6513738871934533
2011-03-31,2011-06-30,3,2.5236192419446395,0.4592300041446335,2.593861143013876
2011-03-31,2011-09-30,6,2.5333630504485014,0.5259922915989708,2.8731837256162684
2011-03-31,2012-03-31,12,2.5420323952087878,0.5851071450850588,2.7032415973407664
2011-04-30,2011-05-31,1,2.7590506884858637,0.27049956924247887,2.6513738871934533
2011-04-30,2011-06-30,2,2.8270948572311436,0.375240084708769,2.593861143013876
2011-04-30,2011-07-31,3,2.8945763553104973,0.4552888391759708,2.684959573070178
2011-04-30,2011-10-31,6,3.0156773660136156,0.5226580169893341,2.954160481596535
2011-04-30,2012-04-30,12,3.1022958107564027,0.5820932552222747,2.6009696811680083
2011-05-31,2011-06-30,1,2.4786955267067707,0.2716442707264445,2.593861143013876
2011-05-31,2011-07-31,2,2.4426164461916278,0.3754327610948233,2.684959573070178
2011-05-31,2011-08-31,3,2.448468916300101,0.45426376871329255,2.753747291211628
2011-05-31,2011-11-30,6,2.4524377282895635,0.5206857381482402,2.9713191578955023
2011-05-31,2012-05-31,12,2.439216987807015,0.5794284816898166,2.433443351247244
2011-06-30,2011-07-31,1,2.664053391156906,0.26608668492469323,2.684959573070178
2011-06-30,2011-08-31,2,2.6571341036586316,0.3689284382571007,2.753747291211628
2011-06-30,2011-09-30,3,2.6595905190580913,0.4482978066118455,2.8731837256162684
2011-06-30,2011-12-31,6,2.6643093605083665,0.5154573786964876,2.727659597539533
2011-06-30,2012-06-30,12,2.6437752333565676,0.5747678368386427,2.405633434117349
2011-07-31,2011-08-31,1,2.7479358974066184,0.262281970934521,2.753747291211628
2011-07-31,2011-09-30,2,2.819715533639403,0.3665628938422444,2.8731837256162684
2011-07-31,2011-10-31,3,2.8596857657994335,0.4468133192128799,2.954160481596535
2011-07-31,2012-01-31,6,2.9156115539153906,0.5146607976635652,2.6688553923178704
2011-07-31,2012-07-31,12,2.9541080592359474,0.5745287731451635,2.375417033291738
2011-08-31,2011-09-30,1,2.6341827132019846,0.26487045597386516,2.8731837256162684
2011-08-31,2011-10-31,2,2.593635962883048,0.3688113125010485,2.954160481596535
2011-08-31,2011-11-30,3,2.577929700271,0.44888700422095085,2.9713191578955023
2011-08-31,2012-02-29,6,2.553376169966796,0.5166089849127531,2.7444374609818745
2011-08-31,2012-08-31,12,2.5184987792615794,0.576391069217997,2.5657184189926907
