cutoff,target_time,horizon_step,prediction,h_step_sd,y_true
2003-03-31,2004-03-31,12,1.2047289691120984,0.6812143924350345,-0.0970282355305385
2003-04-30,2003-05-31,1,0.7577676580722703,0.3355717920384682,0.4141561122697146
2003-04-30,2003-06-30,2,0.7269233842999004,0.4554947414279727,0.5479887267283656
2003-04-30,2003-07-31,3,0.6795658789281063,0.5482530692042054,0.2704226186258429
2003-04-30,2003-10-31,6,0.6273990997701226,0.6273615247614553,0.453683818085393
2003-04-30,2004-04-30,12,0.5330735310821004,0.6975306864504547,0.5458110438727459
2003-05-31,2003-06-30,1,0.369268633907127,0.32388128038420644,0.5479887267283656
2003-05-31,2003-07-31,2,0.2988599436706468,0.44655332655255603,0.2704226186258429
2003-05-31,2003-08-31,3,0.2687675778068121,0.5415631480016143,0.5372163560058096
2003-05-31,2003-11-30,6,0.21150776827315113,0.6220779180821278,0.5125992950707481
2003-05-31,2004-05-31,12,0.10255707177878148,0.6932554300835235,0.9399878839496
2003-06-30,2003-07-31,1,0.44995627303673885,0.3081279490582473,0.2704226186258429
2003-06-30,2003-08-31,2,0.4520281130015859,0.4345923720920607,0.5372163560058096
2003-06-30,2003-09-30,3,0.44103442741439336,0.531397836209207,0.5304877275857933
2003-06-30,2003-12-31,6,0.3837429859596532,0.6130786622835339,0.5937673379536434
2003-06-30,2004-06-30,12,0.2678404550971541,0.6850824983682862,1.1120806548814866
2003-07-31,2003-08-31,1,0.29643728708269657,0.33731111178985335,0.5372163560058096
2003-07-31,2003-09-30,2,0.28800796026670705,0.45889475523063145,0.5304877275857933
2003-07-31,2003-10-31,3,0.2928858267617358,0.5516224199122782,0.453683818085393
2003-07-31,2004-01-31,6,0.2333955558002867,0.6307249705066711,0.1725178987320053
2003-07-31,2004-07-31,12,0.11184750780214905,0.7009093891725956,0.862449030390855
2003-08-31,2003-09-30,1,0.5896149328882455,0.32463776438529934,0.5304877275857933
2003-08-31,2003-10-31,2,0.617805719397052,0.44732323495334964,0.453683818085393
2003-08-31,2003-11-30,3,0.6013395512169721,0.5423999999752837,0.5125992950707481
2003-08-31,2004-02-29,6,0.5417091179059494,0.6229873894204464,0.0906929868994543
2003-08-31,2004-08-31,12,0.43333909348655075,0.6942630101575292,1.001135405826048
2003-09-30,2003-10-31,1,0.5070108605835847,0.3093108571964767,0.453683818085393
2003-09-30,2003-11-30,2,0.44503898308601575,0.43534681533407527,0.5125992950707481
2003-09-30,2003-12-31,3,0.41480926003233465,0.5320729037350129,0.5937673379536434
2003-09-30,2004-03-31,6,0.34804554310325186,0.6136729326291396,-0.0970282355305385
2003-09-30,2004-09-30,12,0.23557939271253675,0.6856146164531095,0.8607772633755673
2003-10-31,2003-11-30,1,0.3157831953108107,0.33842197080599,0.5125992950707481
2003-10-31,2003-12-31,2,0.26118620395882175,0.462414061713559,0.5937673379536434
2003-10-31,2004-01-31,3,0.19274716529858776,0.5565143318864249,0.1725178987320053
2003-10-31,2004-04-30,6,0.12440651198587055,0.636646114595073,0.5458110438727459
2003-10-31,2004-10-31,12,0.025775181964129146,0.7077095913518914,1.2925955934241171
2003-11-30,2003-12-31,1,0.47956040181812587,0.3254861532143084,0.5937673379536434
2003-11-30,2004-01-31,2,0.4534605841200865,0.4495006362903158,0.1725178987320053
2003-11-30,2004-02-29,3,0.4390130573627251,0.5452691242484033,0.0906929868994543
2003-11-30,2004-05-31,6,0.3874133199229764,0.6265328919903753,0.9399878839496
2003-11-30,2004-11-30,12,0.2891019687150924,0.6983929660007768,1.517498811918916
2003-12-31,2004-01-31,1,0.6966531303788001,0.3225664009941398,0.1725178987320053
2003-12-31,2004-02-29,2,0.7012822368799688,0.4473342858826611,0.0906929868994543
2003-12-31,2004-03-31,3,0.6773710012297919,0.5432148124230166,-0.0970282355305385
2003-12-31,2004-06-30,6,0.6261181867843164,0.6244532398104193,1.1120806548814866
2003-12-31,2004-12-31,12,0.5304006744879237,0.6962603600022432,1.331858374663919
2004-01-31,2004-02-29,1,0.3069315377338968,0.3308181732945123,0.0906929868994543
2004-01-31,2004-03-31,2,0.3277860980974374,0.4561742911793758,-0.0970282355305385
2004-01-31,2004-04-30,3,0.3412350655289207,0.5508194828802849,0.5458110438727459
2004-01-31,2004-07-31,6,0.3107142130023988,0.6310117419474452,0.862449030390855
2004-01-31,2005-01-31,12,0.22164306702637004,0.7019993389422606,1.2048104206177743
2004-02-29,2004-03-31,1,0.0956481362619548,0.3205604794619249,-0.0970282355305385
2004-02-29,2004-04-30,2,0.12131547155355038,0.44447725684084405,0.5458110438727459
2004-02-29,2004-05-31,3,0.11000111210264055,0.5401161519125988,0.9399878839496
