Switzerland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Consumer Price Index, Total, Base Month December 2020, Index;Consumer Price Index, Core CPI, Total Excluding Fresh & Seasonal Products, Energy & Fuels, Index;Consumer Price Index, Goods Categories, Goods, Index;Consumer Price Index, Goods Categories, Services, Index;Consumer Price Index, Housing & Energy, Index;Consumer Price Index, Food & Non-Alcoholic Beverages, Index;Consumer Price Index, Transport, Index;Consumer Price Index, Health, Index;Consumer Price Index, Clothing & Footwear, Index;Consumer Price Index, Alcoholic Beverages & Tobacco, Index;Consumer Price Index, Household Furniture & Furnishings & Routine Maintenance, Index;Consumer Price Index, Restaurants & Hotels, Index;Consumer Price Index, Recreation & Culture, Index;Consumer Price Index, Communications, Index;Consumer Price Index, Education, Index;Producer Price Index, Goods Categories, Non-Durable Consumer Goods, Index;Producer Price Index, Goods Categories, Durable Consumer Goods, Index;Producer Price Index, Manufactured Goods, Index;Producer Price Index, Goods Categories, Intermediary Goods, Index;Producer Price Index, Pharmaceutical Products, Index;Producer Price Index, Goods Categories, Energy, Index;Producer Price Index, Goods Categories, Investment Goods, Index;Producer Price Index, Machines, Index;Producer Price Index, Electricity, Index;Producer Price Index, Metals & Metal Semi-Products, Index;Producer Price Index, Mineral Oil Products, Index;Producer Price Index, Food & Feed, Index;Producer Price Index, Vehicles & Vehicle Parts, Index;Monetary Statistics, Monetary Aggregates, M0, Total, CHF;Monetary Statistics, Monetary Aggregates, M1, Total, CHF;Monetary Statistics, Monetary Aggregates, M2, Total, CHF;Monetary Statistics, Monetary Aggregates, M3, Total, CHF;Switzerland, Yield Curve, Spot Interest Rates, Swiss National Bank, 10 Year, Yield;Switzerland, Yield Curve, Spot Interest Rates, Swiss National Bank, 1 Year, Yield;Switzerland, Repo Rates, SIX Swiss Exchange/SNB, Swiss Average Rate, End of Day, 3 Month, Fixing;Switzerland, Repo Rates, SIX Swiss Exchange/SNB, Swiss Average Rate, End of Day, 6 Month, Fixing
01.03.2003;95.5392;96.4272;105.2227;89.3486;81.0105;100.4362;100.0226;104.4915;89.2506;78.0307;109.3361;87.2985;114.5656;142.3642;79.5575;;;;;;;;;99.3367;;;;;39859000000;2.64623E+11;4.70566E+11;5.44277E+11;2.537;0.445;0.18;0.18
01.04.2003;95.7291;97.1017;105.7778;89.3059;80.3425;100.3039;98.8637;104.7483;100.4761;78.0307;109.3361;86.9538;114.5656;142.3642;79.5575;;;;;;;;;99.3367;;;;;39664000000;2.73121E+11;4.81098E+11;5.5387E+11;2.659;0.44;0.17;0.22
01.05.2003;95.5757;97.1431;105.3517;89.3262;80.0492;100.2902;98.1444;104.7483;100.4761;78.0307;109.3361;86.9538;114.5656;142.3642;79.5575;115.5716;96.6676;101.2071;96.2645;147.7633;97.8083;93.8295;94.7003;100.0081;89.1227;114.4724;96.7327;102.3961;39734000000;2.73049E+11;4.82706E+11;5.52029E+11;2.358;0.299;0.16;0.17
01.06.2003;95.5776;97.1284;105.3257;89.346;79.992;100.7895;97.8318;104.7483;100.4761;78.5727;109.6361;86.9538;114.1998;142.1445;79.5913;115.7477;96.7646;101.2326;96.2046;147.7633;97.7633;93.8295;94.7003;100.0081;89.2796;114.2527;97.1541;102.3961;40187000000;2.72867E+11;4.8235E+11;5.5098E+11;2.607;0.341;0.16;0.16
01.07.2003;94.8114;96.3527;103.5485;89.2235;80.1084;100.0105;97.2974;104.8239;87.0249;78.5727;109.6361;86.6943;114.1998;140.505;79.5913;115.7614;96.7646;101.2547;96.159;147.7633;98.3128;93.8295;94.7003;100.0081;88.7055;116.8015;97.1685;102.3961;41056000000;2.74083E+11;4.83857E+11;5.49761E+11;2.666;0.357;0.16;0.2
01.08.2003;95.0321;96.4714;103.9569;89.3247;80.4709;100.355;98.0579;104.8239;87.0249;78.5727;109.6361;86.6943;114.1998;140.505;79.5913;115.8601;96.8348;101.1856;95.8953;148.1622;98.9715;93.7029;94.7003;100.0081;89.0349;120.0135;97.2725;102.3961;40766000000;2.80157E+11;4.9112E+11;5.54352E+11;2.875;0.388;0.15;0.19
01.09.2003;95.1698;96.4601;104.2249;89.3793;80.5398;100.7385;98.8586;104.8239;87.0249;78.4346;109.7069;86.6943;113.9111;141.2452;80.9171;115.7254;96.8348;101.1616;95.889;148.1622;99.1204;93.7029;94.7003;100.0081;88.9906;120.645;96.9683;102.3961;41205000000;2.82837E+11;4.94343E+11;5.60421E+11;2.777;0.315;0.13;0.15
01.10.2003;95.6525;97.101;105.5208;89.3443;80.5617;100.8116;98.0737;104.7447;98.8971;78.4346;109.7069;86.7064;113.9111;141.6463;80.9171;115.6915;96.6463;101.2787;95.9826;148.1622;98.3699;93.9287;95.0353;98.3666;89.335;122.2886;96.9099;103.0775;40594000000;2.91615E+11;5.03206E+11;5.64469E+11;2.882;0.462;0.13;0.18
01.11.2003;95.5322;97.1227;105.1959;89.3542;80.4494;100.5361;97.4671;104.7447;98.8971;78.4346;109.7069;86.7064;113.9111;141.6463;80.9171;116.6632;96.7057;101.4102;95.7096;149.7771;97.3838;94.034;95.0421;97.9278;89.5088;118.8702;96.9647;103.0775;40675000000;2.97166E+11;5.09896E+11;5.64193E+11;2.993;0.55;0.15;0.24
01.12.2003;95.5507;97.1403;105.1968;89.384;80.429;100.6836;97.4458;104.7447;98.8971;78.781;109.6249;86.7064;114.0116;141.4717;80.9657;116.7367;96.7057;101.4136;95.7155;149.7771;97.1208;94.034;95.0421;97.9278;89.3427;117.5912;97.1405;103.0775;43345000000;2.90522E+11;5.0384E+11;5.65195E+11;2.78;0.484;0.13;0.22
01.01.2004;95.2266;96.6248;103.7859;89.782;80.4749;101.2015;98.0714;105.2513;84.8059;78.781;109.6249;87.5562;114.0116;142.0093;80.9657;116.6875;96.7057;101.4355;95.7377;149.7771;97.3624;94.034;95.0421;97.8859;89.4244;119.4251;96.9888;103.0775;43060000000;2.9734E+11;5.12409E+11;5.72224E+11;2.852;0.462;0.12;0.19
01.02.2004;95.2425;96.7228;103.5813;89.9447;80.5203;100.8741;98.4173;105.2513;84.8059;78.781;109.6249;87.5562;114.0116;142.0093;80.9657;116.6453;96.634;101.328;95.5994;148.7586;96.8471;94.0264;95.0421;97.9916;91.4316;116.6694;97.2927;103.0775;42035000000;3.0018E+11;5.1677E+11;5.74348E+11;2.681;0.377;0.16;0.19
01.03.2004;95.4465;96.7709;104.1276;89.9214;80.849;101.0165;98.8353;105.2513;84.8059;80.8594;109.8301;87.5562;113.9286;142.1142;80.9456;116.6301;96.634;101.6974;96.3461;148.7586;98.075;94.0264;95.0421;97.8794;99.1112;123.0879;97.2581;103.0775;41644000000;2.9472E+11;5.10508E+11;5.70607E+11;2.632;0.39;0.16;0.2
01.04.2004;96.2516;97.6627;105.9108;90.0779;80.8658;101.3288;98.636;105.7653;99.0362;80.8594;109.8301;88.0383;113.9286;142.1142;80.9456;116.8187;96.7524;102.2879;97.511;148.7586;98.0734;94.3118;95.3117;97.8794;107.185;123.0822;97.6501;100.9549;41953000000;2.97603E+11;5.14687E+11;5.73972E+11;2.809;0.68;0.19;0.32
01.05.2004;96.4741;97.7282;106.341;90.1628;81.2661;101.1078;100.0227;105.7653;99.0362;80.8594;109.8301;88.0383;113.9286;142.1142;80.9456;117.3326;96.7524;102.6685;97.7089;150.157;99.6978;94.5035;95.33;97.8794;109.9589;131.0024;97.8286;100.9549;41380000000;2.97996E+11;5.14909E+11;5.74561E+11;2.888;0.734;0.18;0.33
01.06.2004;96.6405;97.7124;106.7472;90.1702;81.2991;101.7593;101.0615;105.7653;99.0362;81.1723;109.7445;88.0383;113.7096;142.0273;81.0244;117.4616;96.7623;102.6663;97.6547;150.157;99.4758;94.5035;95.33;97.8794;110.1657;129.9201;98.1371;100.9549;41674000000;2.90805E+11;5.0638E+11;5.71493E+11;3.04;1.028;0.42;0.66
01.07.2004;95.6291;96.8601;104.3744;90.0618;81.2766;100.8312;99.5733;105.8209;84.4786;81.1723;109.7445;87.7517;113.7096;138.3798;81.0244;117.5271;96.7623;102.5788;97.4941;150.157;98.8531;94.5035;95.33;97.8794;108.5623;126.884;98.2914;100.9549;41958000000;2.84188E+11;4.99446E+11;5.66527E+11;2.957;0.96;0.46;0.66
01.08.2004;95.9835;97.072;104.8239;90.3539;82.3797;100.1149;100.6206;105.8209;84.4786;81.1723;109.7445;87.7517;113.7096;138.3798;81.0244;116.7536;96.9384;102.5363;97.3712;147.8295;100.9318;94.6613;95.33;97.8794;109.7401;137.0194;97.6074;100.9549;40440000000;2.83296E+11;4.99179E+11;5.70624E+11;2.825;0.847;0.54;0.62
01.09.2004;95.989;97.0454;104.7896;90.3858;82.2891;100.4153;100.645;105.8209;84.4786;81.6502;109.6344;87.7517;113.5968;138.0654;81.7077;116.7655;96.9384;102.5117;97.3928;147.8295;100.3914;94.6613;95.33;97.8794;110.0166;134.3843;97.6388;100.9549;40901000000;2.78359E+11;4.93461E+11;5.69156E+11;2.75;0.964;0.61;0.71
01.10.2004;96.8889;97.8122;106.9759;90.4324;83.1599;100.4209;100.8883;105.8549;97.2378;81.6502;109.6344;87.8904;113.5968;138.0654;81.7077;116.6017;96.8085;102.8502;97.7367;147.8295;103.0763;94.9642;95.6785;97.8794;112.1561;145.3516;97.2357;102.1802;40681000000;2.78392E+11;4.93266E+11;5.71896E+11;2.623;0.888;0.64;0.7
01.11.2004;96.9819;98.0062;106.7911;90.7104;83.2557;100.0678;101.1474;105.8549;97.2378;81.6502;109.6344;87.8904;113.5968;141.7129;81.7077;117.5355;97.0737;103.0142;97.4584;150.52;102.404;95.1708;95.6957;97.643;109.5962;142.1718;97.1158;102.0755;41363000000;2.82504E+11;4.98032E+11;5.79159E+11;2.443;1.013;0.65;0.76
01.12.2004;96.8233;97.9765;106.3621;90.7312;82.978;100.3156;100.2653;105.8549;97.2378;81.4146;109.5851;87.8904;113.4551;141.5803;81.7077;117.5992;97.0737;102.8774;97.3114;150.52;99.0603;95.1708;95.6957;94.6431;108.2195;135.4023;97.2474;102.0755;43407000000;2.76297E+11;4.93441E+11;5.79458E+11;2.382;0.885;0;0.69
01.01.2005;96.3739;97.6157;104.5385;91.1696;82.4984;100.5928;100.7548;106.1932;85.0732;81.4146;109.5851;88.5595;113.4551;141.5809;81.7077;117.3781;97.0737;102.681;97.1894;150.52;97.7336;95.1708;95.6957;94.3265;107.3303;128.7453;96.6621;102.0755;42877000000;2.84209E+11;5.01013E+11;5.89309E+11;2.249;0.887;0.67;0.72
01.02.2005;96.5857;97.5909;105.0158;91.2099;82.8474;101.1621;101.1479;106.1932;85.0732;81.4146;109.5851;88.5595;113.4551;141.5809;81.7077;117.5284;97.4596;103.0174;97.6928;148.0966;98.9537;95.1657;95.6957;94.0462;106.7694;135.3851;96.6974;102.0755;41775000000;2.84578E+11;5.01606E+11;5.88059E+11;2.381;0.899;0.69;0.73
01.03.2005;96.822;97.6217;105.591;91.2274;83.4329;101.0456;101.4697;106.1932;85.0732;84.9878;109.643;88.5595;113.054;141.3969;81.6975;117.4987;97.4596;103.1133;97.7486;148.0966;100.2137;95.1657;95.6957;93.899;107.0495;141.9623;96.6213;102.0755;41509000000;2.79701E+11;4.96537E+11;5.86128E+11;2.355;0.872;0.69;0.69
01.04.2005;97.6146;98.3557;107.6103;91.2279;83.7734;100.9112;101.8574;106.3612;99.3757;84.9878;109.643;88.883;113.054;141.3969;81.6975;117.5102;97.5748;103.5866;97.9136;148.0966;103.1193;95.7822;96.2609;93.8467;106.2152;156.247;96.4529;103.4052;41694000000;2.7622E+11;4.93592E+11;5.89975E+11;2.074;0.769;0.66;0.7
01.05.2005;97.5177;98.3761;107.2997;91.2691;83.3374;100.6465;102.4291;106.3612;99.3757;84.9878;109.643;88.883;113.054;141.3969;81.6975;117.1962;97.5991;103.4659;98.1148;146.4823;101.2199;95.8193;96.2576;93.8467;104.2971;146.969;96.3715;103.4052;41605000000;2.76871E+11;4.94301E+11;5.92609E+11;2.014;0.772;0.67;0.69
01.06.2005;97.2985;98.1105;107.2582;90.9347;83.4974;100.9346;101.716;106.3612;99.3757;85.0769;109.9636;88.883;112.8471;129.331;81.7204;117.3078;97.5965;103.5087;98.0249;146.4823;101.981;95.8193;96.2576;93.8467;102.7631;150.6449;96.6289;103.4052;41434000000;2.82891E+11;4.9918E+11;5.99285E+11;1.999;0.688;0.66;0.67
01.07.2005;96.7662;97.217;105.9756;90.887;84.1666;99.9192;103.3373;106.5155;81.8482;85.0769;109.9636;88.7625;112.8471;126.5275;81.7204;117.2428;97.5965;103.6294;98.0135;146.4823;104.0532;95.8193;96.2576;93.8467;102.4842;160.699;96.4111;103.4052;41160000000;2.83289E+11;4.99193E+11;6.05595E+11;1.955;0.772;0.67;0.69
01.08.2005;96.9056;97.2752;106.1555;91.0003;84.4389;99.52;104.2996;106.5155;81.8482;85.0769;109.9636;88.7625;112.8471;126.5275;81.7204;116.9092;97.6313;103.6336;98.1085;145.5009;105.0045;95.779;96.2576;93.8467;103.8621;165.2836;96.3803;103.4052;41284000000;2.82987E+11;4.99493E+11;6.02001E+11;1.928;0.818;0.68;0.71
01.09.2005;97.3296;97.237;107.1933;91.028;85.3778;99.4879;105.6495;106.5155;81.8482;85.5783;109.5602;88.7625;113.0484;125.6823;82.9252;116.9947;97.6313;104.1291;98.5307;145.5009;109.5586;95.779;96.2576;93.8467;108.4397;187.4494;96.6065;103.4052;41169000000;2.86607E+11;5.02521E+11;6.03437E+11;1.95;0.897;0.71;0.77
01.10.2005;98.1807;98.0231;109.3529;91.0342;85.7182;99.0151;106.8685;106.2093;98.8562;85.5783;109.5602;88.7545;113.0484;125.6823;82.9252;116.8396;97.7567;104.275;98.954;145.5009;109.9326;95.8818;96.3598;93.8467;109.4692;186.4134;96.2373;106.006;41461000000;2.88662E+11;5.0418E+11;6.04847E+11;2.097;1.074;0.77;0.9
01.11.2005;97.9047;98.1487;108.395;91.1986;85.4247;98.8364;105.2188;106.2093;98.8562;85.5783;109.5602;88.7545;113.0484;125.6823;82.9252;117.6429;97.7837;104.291;98.9388;148.28;106.7895;96.1005;96.385;93.8467;108.101;168.2989;95.9603;106.006;41749000000;2.93821E+11;5.10211E+11;6.12889E+11;2.184;1.361;0.94;1.08
01.12.2005;97.7977;98.1302;108.094;91.2169;85.2622;98.8039;104.5128;106.2093;98.8562;85.4946;109.2307;88.7545;113.4469;125.6306;82.9827;117.6609;97.7837;104.3396;99.151;148.28;106.3508;96.1005;96.385;93.8467;109.3912;165.8375;96.0013;106.006;44740000000;2.90301E+11;5.06673E+11;6.07671E+11;1.96;1.248;0;0
01.01.2006;97.618;97.7013;107.0935;91.5745;85.3171;99.6523;105.1528;106.61;85.9756;85.4946;109.2307;89.8537;113.3902;125.6306;82.9827;117.636;97.7837;104.4067;99.2467;148.28;107.1649;96.1005;96.385;93.7222;109.8633;168.466;95.8404;106.006;43531000000;2.8891E+11;5.05211E+11;6.07817E+11;2.153;1.294;0.94;1.1
01.02.2006;97.9221;97.8613;107.4639;91.8357;86.0041;100.2957;105.4219;106.61;85.9756;85.4946;109.2307;89.8537;113.3902;125.6306;82.9827;117.4349;98.0887;104.6578;99.9249;146.8715;108.0584;96.0873;96.385;94.2226;113.9896;171.0304;96.2158;106.006;43118000000;2.87608E+11;5.03224E+11;6.08282E+11;2.252;1.476;1.07;1.22
01.03.2006;97.8181;97.886;107.1775;91.8511;86.0101;99.8227;104.8034;106.61;85.9756;85.5741;109.9689;89.8537;113.1073;125.5026;82.9958;117.385;98.0887;104.7457;100.2623;146.8715;107.8327;96.0873;96.385;94.2226;116.852;169.9305;96.1123;106.006;43257000000;2.82875E+11;4.96795E+11;6.09939E+11;2.517;1.565;1.15;1.28
01.04.2006;98.6485;98.6204;109.1979;91.9032;86.3057;99.794;106.2633;106.7296;101.0678;85.5741;109.9689;89.8959;113.0999;123.0493;82.9958;117.5317;99.1173;105.4442;101.1201;146.8715;109.0571;96.7317;97.2115;94.2226;123.2909;175.9008;96.4015;105.114;42656000000;2.84529E+11;4.97689E+11;6.1512E+11;2.752;1.668;1.23;1.38
01.05.2006;98.8458;98.6751;109.4808;92.0448;86.6173;99.858;107.2495;106.7296;101.0678;85.5741;109.9689;89.8959;113.0999;123.0493;82.9958;117.1166;99.142;105.7661;101.7111;145.2558;109.9015;97.1684;97.2314;94.2226;126.316;180.0177;96.4946;105.114;43924000000;2.81516E+11;4.93323E+11;6.11493E+11;2.7;1.754;1.32;1.45
01.06.2006;98.8184;98.6447;109.3857;92.0618;86.5022;100.333;107.0042;106.7296;101.0678;85.5452;109.9418;89.8959;112.8712;122.936;82.9958;117.2371;99.247;105.9355;102.1261;145.2558;109.5599;97.1684;97.2314;94.2226;130.8242;178.3523;96.7867;105.114;43405000000;2.79462E+11;4.89268E+11;6.07866E+11;2.848;1.896;1.4;1.54
01.07.2006;98.1448;97.7717;107.513;92.1726;86.7981;100.0375;108.0097;106.067;84.111;85.5452;109.9418;89.8243;112.8704;122.936;82.9958;117.3562;99.247;106.0419;102.1857;145.2558;110.4842;97.1684;97.2314;94.2226;130.3302;182.1414;97.0559;105.114;42289000000;2.79644E+11;4.87877E+11;6.13823E+11;2.742;1.877;1.45;1.63
01.08.2006;98.3128;97.8512;107.7702;92.2824;87.0559;100.322;108.7582;106.067;84.111;85.5452;109.9418;89.8243;112.8704;122.936;82.9958;116.6816;99.4516;106.244;102.8357;143.4837;111.5406;97.3067;97.2314;94.2226;132.0346;187.2919;96.6525;105.114;42345000000;2.81023E+11;4.88513E+11;6.14852E+11;2.547;1.934;1.6;1.72
01.09.2006;98.1023;97.8142;107.188;92.3151;86.6946;101.3818;106.9468;106.067;84.111;85.5493;109.432;89.8243;112.4047;122.9335;84.2365;116.7547;99.4516;106.1756;103.0684;143.4837;108.9948;97.3067;97.2314;94.2226;134.061;174.8793;96.8393;105.114;42178000000;2.80699E+11;4.86009E+11;6.14904E+11;2.369;1.947;1.72;1.82
01.10.2006;98.4346;98.5858;108.1781;92.2171;86.6842;99.9387;105.1854;105.9528;100.8138;85.5493;109.432;89.5286;112.4687;122.9335;84.2365;116.5716;99.3342;106.2679;103.3596;143.4837;108.3543;97.8027;97.9273;94.2226;133.5925;165.6241;96.3324;105.757;42504000000;2.82109E+11;4.86909E+11;6.20794E+11;2.495;2.043;1.76;1.85
01.11.2006;98.392;98.7096;107.7812;92.4063;86.818;99.4946;104.8284;105.9528;100.8138;85.5493;109.432;89.5286;112.4687;122.9335;84.2365;116.6025;99.3343;106.2506;103.1924;143.7419;107.0472;98.1523;97.9308;93.8489;132.5256;160.2335;96.2314;105.757;42747000000;2.82646E+11;4.86611E+11;6.21434E+11;2.341;2.095;1.84;1.96
01.12.2006;98.405;98.7345;107.7605;92.4415;86.784;99.4386;104.7247;105.9528;100.8138;85.7211;110.1294;89.5286;112.5784;122.8283;84.4187;116.623;99.3343;106.2424;103.0512;143.7419;107.6192;98.1523;97.9308;93.8489;130.6945;163.0222;96.2802;105.757;45530000000;2.78368E+11;4.81355E+11;6.25482E+11;2.489;2.278;2;2.07
01.01.2007;97.7176;97.8836;105.68;92.6778;86.2911;100.4207;104.7931;106.0165;82.8189;85.7211;110.1294;91.2345;112.5528;122.8283;84.4187;116.5711;99.3343;106.1261;102.9459;143.7419;106.2347;98.1523;97.9308;93.382;129.8839;158.5595;96.0759;105.757;45155000000;2.79067E+11;4.8224E+11;6.30596E+11;2.619;2.379;2.08;2.18
01.02.2007;97.9109;98.0966;105.6295;93.0335;87.1058;100.316;104.2937;106.0165;82.8189;85.7211;110.1294;91.2345;112.5528;122.8283;84.4187;117.4245;100.0578;106.7334;103.7004;144.82;105.3176;98.4324;97.9308;92.3446;132.5953;157.384;95.9619;105.757;44221000000;2.79024E+11;4.80591E+11;6.30845E+11;2.556;2.338;2.13;2.21
01.03.2007;97.9872;98.0933;105.7672;93.0692;87.1809;99.788;105.4909;106.0165;82.8189;86.9935;110.0111;91.2345;112.3172;122.3297;84.4187;117.4192;100.0578;106.9438;104.0434;144.82;106.7193;98.4324;97.9308;92.3446;135.4283;164.2189;95.9483;105.757;44530000000;2.69733E+11;4.67966E+11;6.26192E+11;2.702;2.412;2.19;2.27
01.04.2007;99.0963;99.0373;108.5037;93.1;87.6579;100.5517;106.7152;106.2113;99.9856;86.9935;110.0111;91.1951;112.5611;119.8905;84.4187;117.6997;100.046;107.7346;104.8637;144.82;108.0591;99.3752;99.202;92.2902;139.4789;171.1714;96.5981;107.0311;43764000000;2.72198E+11;4.69349E+11;6.29933E+11;2.801;2.475;2.25;2.37
01.05.2007;99.3281;99.1933;108.7297;93.3363;88.2232;100.0941;107.959;106.2113;99.9856;86.9935;110.0111;91.1951;112.5611;119.1955;84.4187;118.2139;100.2253;108.7216;106.2597;146.2537;109.6914;99.9994;99.2759;92.2902;142.2717;179.1305;96.8927;107.0311;44214000000;2.70133E+11;4.66145E+11;6.28581E+11;3.032;2.71;2.37;2.53
01.06.2007;99.4418;99.172;108.958;93.3743;88.3005;100.6027;108.5624;106.2113;99.9856;87.6656;110.0886;91.1951;112.0594;119.1066;84.4187;118.2539;100.8134;108.8134;106.4382;146.2537;109.5278;99.9994;99.2759;92.2902;142.1159;178.4738;96.9873;107.0311;43953000000;2.67039E+11;4.59577E+11;6.26019E+11;3.194;2.863;2.6;0
01.07.2007;98.8518;98.5044;107.5889;93.3002;88.5464;100.2874;108.7352;106.1671;86.7976;87.6656;110.0886;90.7611;112.0482;119.1066;84.4187;118.1892;100.8134;108.74;106.2168;146.2537;109.8895;99.9994;99.2759;92.2902;139.0439;180.434;96.7534;107.0311;43590000000;2.62361E+11;4.52879E+11;6.23313E+11;3.108;2.841;2.57;2.71
01.08.2007;98.7413;98.5022;107.3304;93.2878;88.479;100.4318;107.6754;106.1671;86.7976;87.6656;110.0886;90.7611;112.0482;118.9087;84.4187;118.5195;101.0658;109.0928;106.8337;147.1897;109.7896;100.093;99.2759;92.2902;138.5953;179.9472;96.6118;107.0311;43508000000;2.59683E+11;4.48736E+11;6.21705E+11;3.049;2.753;2.62;2.71
01.09.2007;98.8353;98.4884;107.4967;93.334;88.7798;100.6385;107.441;106.1671;86.7976;88.0214;109.9579;90.7611;112.0973;118.7936;85.2779;118.6487;101.0658;108.9849;106.4212;147.1897;110.0139;100.093;99.2759;92.2902;134.5141;181.0399;96.9218;107.0311;43081000000;2.61849E+11;4.49432E+11;6.26687E+11;3.056;2.697;2.43;2.56
01.10.2007;99.6792;99.366;109.6712;93.2961;88.9365;101.0371;107.5688;106.0514;103.4528;88.0214;109.9579;90.8154;112.1406;118.7936;85.2779;118.6337;100.7824;109.0703;106.4164;147.1897;109.5561;100.3331;99.8786;91.3922;133.8685;182.6783;96.9162;107.5043;43353000000;2.63614E+11;4.50711E+11;6.2941E+11;2.987;2.71;2.36;2.47
01.11.2007;100.1336;99.5193;110.5871;93.4452;90.0379;101.0002;108.8921;106.0514;103.4528;88.0214;109.9579;90.8154;112.1406;118.7936;85.2779;118.2734;100.8318;109.3392;106.5189;144.8346;113.4697;100.4834;99.8786;91.3578;131.8197;201.8692;97.1413;107.5043;44201000000;2.71207E+11;4.57852E+11;6.36235E+11;2.906;2.594;2.32;2.42
01.12.2007;100.3771;99.6648;111.0526;93.5417;90.2044;101.4545;109.563;106.0514;103.4528;88.3331;110.7653;90.8154;112.6081;118.7726;85.5727;118.4202;100.8318;109.2847;106.4296;144.8346;112.5315;100.4834;99.8786;91.2222;130.1111;197.7258;97.4928;107.5043;46803000000;2.71171E+11;4.57682E+11;6.40841E+11;3.111;2.72;0;0
01.01.2008;100.0885;99.0596;110.0066;93.7441;90.673;102.3679;110.0493;106.0699;88.5653;88.5415;110.3857;92.533;112.4273;116.9056;85.5727;119.3315;100.8318;109.716;106.6371;144.8346;115.7983;100.4834;99.8786;91.53;130.1443;206.2753;99.9568;107.5043;46403000000;2.6703E+11;4.52706E+11;6.41251E+11;2.939;2.386;2.29;2.27
01.02.2008;100.2261;99.4054;109.7559;94.1334;90.9124;102.4123;109.702;106.13;88.5653;89.0252;110.6434;92.8802;112.6186;116.9087;85.5727;119.7978;101.4018;110.1542;107.8938;144.1828;112.9612;100.5039;99.8786;91.3807;136.0468;192.9165;100.5309;107.5043;45012000000;2.65317E+11;4.50027E+11;6.41838E+11;3.059;2.484;2.43;2.44
01.03.2008;100.5651;99.537;110.4096;94.2687;91.3699;102.5968;110.6708;106.0627;88.5653;89.2669;111.34;92.9677;113.1029;116.8053;85.5727;119.9543;101.4018;110.5228;108.3965;144.1828;115.3517;100.5039;99.8786;91.3807;139.588;204.3616;100.9038;107.5043;46032000000;2.66921E+11;4.50365E+11;6.45305E+11;3.033;2.455;2.24;2.35
01.04.2008;101.3596;100.4263;112.2169;94.4073;91.4122;102.7348;110.5836;106.3741;104.8816;89.5729;111.2059;93.1348;113.274;116.8089;85.5727;120.647;102.4025;111.3083;109.2103;144.1828;115.3691;101.3281;101.0612;91.3807;143.6361;203.7375;102.5816;107.376;45276000000;2.70442E+11;4.53587E+11;6.57785E+11;3.242;2.5;2.08;2.1
01.05.2008;102.1644;100.7428;113.5883;94.8455;93.4934;103.3517;111.9876;106.3143;104.8816;89.5983;111.3556;93.0204;113.4994;116.7609;85.5727;121.4404;102.5546;112.3504;110.2227;146.6629;119.3209;101.8925;101.0737;91.3807;151.7545;222.4325;102.7938;107.376;45432000000;2.65328E+11;4.48782E+11;6.51226E+11;3.284;2.462;2.03;2.07
01.06.2008;102.3373;100.5094;114.0863;94.8076;94.158;104.0041;113.082;105.7108;102.645;89.5286;111.247;93.1199;113.2122;116.7325;85.5727;121.524;103.0263;112.9184;110.9859;146.6629;122.8003;101.8925;101.0737;91.3807;157.367;239.397;103.024;107.376;45592000000;2.60067E+11;4.4118E+11;6.42584E+11;3.29;2.538;2.14;2.19
01.07.2008;101.8913;99.9163;112.7889;94.9132;94.4219;104.0417;113.9927;105.6048;89.9734;89.7535;110.2068;93.1638;113.1494;116.7979;85.5727;121.793;103.0263;113.2611;111.3179;146.6629;124.9464;101.8925;101.0737;91.3807;158.1063;249.8619;103.7173;107.376;45467000000;2.56129E+11;4.35474E+11;6.36558E+11;3.166;2.45;2.16;2.28
01.08.2008;101.6259;100.1294;111.7619;95.1415;93.7802;103.7859;113.1878;105.6413;89.9734;89.9022;110.2169;93.286;113.0328;116.7356;85.5727;120.5698;103.04;112.5972;110.6464;141.2363;122.3466;102.1418;101.0737;91.3807;154.7856;237.1853;103.6715;107.376;44996000000;2.58484E+11;4.38166E+11;6.40121E+11;2.942;2.717;2.19;2.29
01.09.2008;101.7284;100.3621;111.7331;95.3292;93.4299;104.7471;113.537;105.6212;89.9734;90.3875;110.8747;93.3258;113.0458;117.0332;86.853;120.6652;103.04;112.2719;109.8824;141.2363;121.6036;102.1418;101.0737;91.4019;146.6291;233.3469;103.8978;107.376;45453000000;2.60724E+11;4.39101E+11;6.38835E+11;2.669;2.472;1.9;1.97
01.10.2008;102.2689;101.1089;113.211;95.2624;93.4252;104.999;112.1276;105.7354;105.6267;90.4843;111.2317;93.3078;112.8939;115.5884;86.853;120.7859;102.6335;111.8184;108.526;141.2363;121.7788;102.7407;101.834;92.9996;132.3742;222.8801;104.2138;106.8652;52032000000;2.7582E+11;4.55348E+11;6.47068E+11;2.764;2.002;1.19;1.45
01.11.2008;101.5878;101.189;111.2075;95.438;92.8573;104.4433;108.2405;105.8897;105.6267;88.0159;110.6436;93.3297;112.8402;115.5633;86.853;122.7355;103.0009;111.669;107.9623;148.6655;115.1847;102.8462;101.9399;93.1234;122.0763;188.9105;103.8717;106.8652;55630000000;3.01924E+11;4.88397E+11;6.49506E+11;2.226;0.899;0;0
